"NDB_No"|"FdGrp_Cd"|"Long_Desc"|"Shrt_Desc"|"ComName"|"ManufacName"
"09268"|"0900"|"Pineapple, canned, juice pack, solids and liquids"|"PINEAPPLE,CND,JUC PK,SOL&LIQUIDS"||
"09269"|"0900"|"Pineapple, canned, light syrup pack, solids and liquids"|"PINEAPPLE,CND,LT SYRUP PK,SOL&LIQUIDS"||
"09270"|"0900"|"Pineapple, canned, heavy syrup pack, solids and liquids"|"PINEAPPLE,CND,HVY SYRUP PK,SOL&LIQUIDS"||
"09271"|"0900"|"Pineapple, canned, extra heavy syrup pack, solids and liquids"|"PINEAPPLE,CND,EX HVY SYRUP PK,SOL&LIQUIDS"||
"09272"|"0900"|"Pineapple, frozen, chunks, sweetened"|"PINEAPPLE,FRZ,CHUNKS,SWTND"||
"09273"|"0900"|"Pineapple juice, canned, unsweetened, without added ascorbic acid"|"PINEAPPLE JUC,CND,UNSWTND,WO/ VIT C"||
"09274"|"0900"|"Pineapple juice, frozen concentrate, unsweetened, undiluted"|"PINEAPPLE JUC,FRZ CONC,UNSWTND,UNDIL"||
"09275"|"0900"|"Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water"|"PINEAPPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O"||
"09276"|"0900"|"Pitanga, (surinam-cherry), raw"|"PITANGA,(SURINAM-CHERRY),RAW"||
"09277"|"0900"|"Plantains, raw"|"PLANTAINS,RAW"||
"09278"|"0900"|"Plantains, cooked"|"PLANTAINS,COOKED"||
"09279"|"0900"|"Plums, raw"|"PLUMS,RAW"||
"09281"|"0900"|"Plums, canned, purple, water pack, solids and liquids"|"PLUMS,CND,PURPLE,H2O PK,SOL&LIQUIDS"||
"09282"|"0900"|"Plums, canned, purple, juice pack, solids and liquids"|"PLUMS,CND,PURPLE,JUC PK,SOL&LIQUIDS"||
"09283"|"0900"|"Plums, canned, purple, light syrup pack, solids and liquids"|"PLUMS,CND,PURPLE,LT SYRUP PK,SOL&LIQUIDS"||
"09284"|"0900"|"Plums, canned, purple, heavy syrup pack, solids and liquids"|"PLUMS,CND,PURPLE,HVY SYRUP PK,SOL&LIQUIDS"||
"09285"|"0900"|"Plums, canned, purple, extra heavy syrup pack, solids and liquids"|"PLUMS,CND,PURPLE,EX HVY SYRUP PK,SOL&LIQUIDS"||
"09286"|"0900"|"Pomegranates, raw"|"POMEGRANATES,RAW"||
"09287"|"0900"|"Prickly pears, raw"|"PRICKLY PEARS,RAW"||
"09288"|"0900"|"Prunes, canned, heavy syrup pack, solids and liquids"|"PRUNES,CND,HVY SYRUP PK,SOL&LIQUIDS"||
"09289"|"0900"|"Prunes, dehydrated (low-moisture), uncooked"|"PRUNES,DEHYD (LOW-MOISTURE),UNCKD"||
"09290"|"0900"|"Prunes, dehydrated (low-moisture), stewed"|"PRUNES,DEHYD (LOW-MOISTURE),STWD"||
"09291"|"0900"|"Plums, dried (prunes), uncooked"|"PLUMS,DRIED (PRUNES),UNCKD"||
"09292"|"0900"|"Plums, dried (prunes), stewed, without added sugar"|"PLUMS,DRIED (PRUNES),STWD,WO/ ADDED SUGAR"||
"09293"|"0900"|"Plums, dried (prunes), stewed, with added sugar"|"PLUMS,DRIED (PRUNES),STWD,W/ ADDED SUGAR"||
"09294"|"0900"|"Prune juice, canned"|"PRUNE JUICE,CANNED"||
"09295"|"0900"|"Pummelo, raw"|"PUMMELO,RAW"||
"09296"|"0900"|"Quinces, raw"|"QUINCES,RAW"||
"09297"|"0900"|"Raisins, golden seedless"|"RAISINS,GOLDEN SEEDLESS"||
"09298"|"0900"|"Raisins, seedless"|"RAISINS,SEEDLESS"||
"09299"|"0900"|"Raisins, seeded"|"RAISINS,SEEDED"||
"09301"|"0900"|"Rambutan, canned, syrup pack"|"RAMBUTAN,CND,SYRUP PK"||
"09302"|"0900"|"Raspberries, raw"|"RASPBERRIES,RAW"||
"09304"|"0900"|"Raspberries, canned, red, heavy syrup pack, solids and liquids"|"RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS"||
"09306"|"0900"|"Raspberries, frozen, red, sweetened"|"RASPBERRIES,FRZ,RED,SWTND"||
"09307"|"0900"|"Rhubarb, raw"|"RHUBARB,RAW"||
"09309"|"0900"|"Rhubarb, frozen, uncooked"|"RHUBARB,FROZEN,UNCOOKED"||
"09310"|"0900"|"Rhubarb, frozen, cooked, with sugar"|"RHUBARB,FRZ,CKD,W/SUGAR"||
"09311"|"0900"|"Roselle, raw"|"ROSELLE,RAW"||
"09312"|"0900"|"Rose-apples, raw"|"ROSE-APPLES,RAW"||
"09313"|"0900"|"Sapodilla, raw"|"SAPODILLA,RAW"||
"09314"|"0900"|"Sapote, mamey, raw"|"SAPOTE,MAMEY,RAW"|"mamey colorado, marmalade plum"|
"09315"|"0900"|"Soursop, raw"|"SOURSOP,RAW"||
"09316"|"0900"|"Strawberries, raw"|"STRAWBERRIES,RAW"||
"09317"|"0900"|"Strawberries, canned, heavy syrup pack, solids and liquids"|"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS"||
"09318"|"0900"|"Strawberries, frozen, unsweetened"|"STRAWBERRIES,FRZ,UNSWTND"||
"09319"|"0900"|"Strawberries, frozen, sweetened, whole"|"STRAWBERRIES,FRZ,SWTND,WHL"||
"09320"|"0900"|"Strawberries, frozen, sweetened, sliced"|"STRAWBERRIES,FRZ,SWTND,SLICED"||
"09321"|"0900"|"Sugar-apples, (sweetsop), raw"|"SUGAR-APPLES,(SWEETSOP),RAW"||
"09322"|"0900"|"Tamarinds, raw"|"TAMARINDS,RAW"||
"09325"|"0900"|"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids"|"FRUIT SALAD,TROPICAL,CND,HVY SYRUP,SOL&LIQUIDS"||
"09326"|"0900"|"Watermelon, raw"|"WATERMELON,RAW"||
"09328"|"0900"|"Maraschino cherries, canned, drained"|"MARASCHINO CHERRIES,CND,DRND"||
"09334"|"0900"|"Feijoa, raw"|"FEIJOA,RAW"||
"09340"|"0900"|"Pears, asian, raw"|"PEARS,ASIAN,RAW"||
"09351"|"0900"|"Fruit cocktail, canned, heavy syrup, drained"|"FRUIT COCKTAIL,CND,HVY SYRUP,DRND"||
"09352"|"0900"|"Blueberries, canned, light syrup, drained"|"BLUEBERRIES,CND,LT SYRUP,DRND"||
"09353"|"0900"|"Blueberries, wild, canned, heavy syrup, drained"|"BLUEBERRIES,WILD,CND,HVY SYRUP,DRND"||
"09354"|"0900"|"Pineapple, canned, juice pack, drained"|"PINEAPPLE,CND,JUC PK,DRND"||
"09357"|"0900"|"Apricots, canned, heavy syrup, drained"|"APRICOTS,CND,HVY SYRUP,DRND"||
"09367"|"0900"|"Cherries, sweet, canned, pitted, heavy syrup, drained"|"CHERRIES,SWT,CND,PITTED,HVY SYRUP,DRND"||
"09370"|"0900"|"Peaches, canned, heavy syrup, drained"|"PEACHES,CND,HVY SYRUP,DRND"||
"09374"|"0900"|"Pears, canned, heavy syrup, drained"|"PEARS,CND,HVY SYRUP,DRND"||
"09379"|"0900"|"Plums, canned, heavy syrup, drained"|"PLUMS,CND,HVY SYRUP,DRND"||
"09383"|"0900"|"Tangerines, (mandarin oranges), canned, juice pack, drained"|"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND"||
"09400"|"0900"|"Apple juice, canned or bottled, unsweetened, with added ascorbic acid"|"APPLE JUC,CND OR BTLD,UNSWTND,W/ ADDED VIT C"||
"09401"|"0900"|"Applesauce, canned, unsweetened, with added ascorbic acid"|"APPLESAUCE,CND,UNSWTND,W/ VIT C"||
"09402"|"0900"|"Applesauce, canned, sweetened, with salt"|"APPLESAUCE,CND,SWTND,W/SALT"||
"09403"|"0900"|"Apricot nectar, canned, with added ascorbic acid"|"APRICOT NECTAR,CND,W/ VIT C"||
"09404"|"0900"|"Grapefruit juice, pink, raw"|"GRAPEFRUIT JUICE,PINK,RAW"||
"09407"|"0900"|"Peach nectar, canned, with added ascorbic acid"|"PEACH NECTAR,CND,W/ VIT C"||
"09408"|"0900"|"Pear nectar, canned, with added ascorbic acid"|"PEAR NECTAR,CND,W/ VIT C"||
"09409"|"0900"|"Pineapple juice, canned, unsweetened, with added ascorbic acid"|"PINEAPPLE JUC,CND,UNSWTND,W/ ADDED VIT C"||
"09410"|"0900"|"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid"|"APPLE JUC,FRZ CONC,UNSWTND,UNDIL,W/ VIT C"||
"09411"|"0900"|"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid"|"APPLE JUC,FRZ CONC,UNSWTND,DIL W/3 VOLUME H2O,W/ VIT C"||
"09420"|"0900"|"Jackfruit, canned, syrup pack"|"JACKFRUIT,CND,SYRUP PK"||
"09421"|"0900"|"Dates, medjool"|"DATES,MEDJOOL"||
"09422"|"0900"|"Durian, raw or frozen"|"DURIAN,RAW OR FROZEN"||
"09423"|"0900"|"Prune puree"|"PRUNE PUREE"||
"09426"|"0900"|"Candied fruit"|"CANDIED FRUIT"||
"09427"|"0900"|"Abiyuch, raw"|"ABIYUCH,RAW"|"garlic pear"|
"09428"|"0900"|"Rowal, raw"|"ROWAL,RAW"||
"09429"|"0900"|"Pineapple, raw, traditional varieties"|"PINEAPPLE,RAW,TRADITIONAL VAR"||
"09430"|"0900"|"Pineapple, raw, extra sweet variety"|"PINEAPPLE,RAW,EX SWT VAR"||
"09431"|"0900"|"USDA Commodity, mixed fruit (peaches, pears, grapes), canned, light syrup, drained"|"USDA CMDTY,MXD FRUIT (PEACH,PEARS,GRAPES),CND,LT SYRUP,DRND"|"Commodity code A404"|
"09432"|"0900"|"USDA Commodity, mixed fruit (peaches, pears, grapes), canned, light syrup, solids and liquids"|"USDA CMDTY,MXD FRUIT (PEACH,PEAR,GRAPE),CND,LT SYR,SOL & LIQ"|"Commodity code A404"|
"09433"|"0900"|"Clementines, raw"|"CLEMENTINES,RAW"||
"09434"|"0900"|"Guanabana nectar, canned"|"GUANABANA NECTAR,CND"||
"09435"|"0900"|"Guava nectar, canned"|"GUAVA NECTAR,CND"||
"09436"|"0900"|"Mango nectar, canned"|"MANGO NECTAR,CND"||
"09437"|"0900"|"Tamarind nectar, canned"|"TAMARIND NECTAR,CND"||
"09438"|"0900"|"USDA Commodity peaches, canned, light syrup, drained"|"USDA CMDTY PEACHES,CND,LT SYRUP,DRND"|"Commodity codes A408, A409, A411"|
"09439"|"0900"|"USDA Commodity pears, canned, juice pack, drained"|"USDA CMDTY PEARS,CND,JUC PK,DRND"|"Commodity codes A437, A434, A431, A433"|
"09440"|"0900"|"USDA Commodity pears, canned, light syrup, drained"|"USDA CMDTY PEARS,CND,LT SYRUP,DRND"|"Commodity codes A437, A434, A431, A433"|
"09442"|"0900"|"Pomegranate juice, bottled"|"POMEGRANATE JUC,BTLD"||
"09443"|"0900"|"Juice, apple and grape blend, with added ascorbic acid"|"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C"||
"09444"|"0900"|"Juice, apple, grape and pear blend, with added ascorbic acid and calcium"|"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA"||
"09445"|"0900"|"Kiwifruit, gold, raw"|"KIWIFRUIT,GOLD,RAW"||
"09446"|"0900"|"Plantains, green, fried"|"PLANTAINS,GRN,FRIED"|"tostones de platano"|
"09447"|"0900"|"Plantains, yellow, fried, Latino restaurant"|"PLANTAINS,YEL,FRIED,LATINO RESTAURANT"|"platanos maduros"|
"11001"|"1100"|"Alfalfa seeds, sprouted, raw"|"ALFALFA SEEDS,SPROUTED,RAW"||
"11003"|"1100"|"Amaranth leaves, raw"|"AMARANTH LEAVES,RAW"||
"11004"|"1100"|"Amaranth leaves, cooked, boiled, drained, without salt"|"AMARANTH LEAVES,CKD,BLD,DRND,WO/SALT"||
"11005"|"1100"|"Arrowhead, raw"|"ARROWHEAD,RAW"||
"11006"|"1100"|"Arrowhead, cooked, boiled, drained, without salt"|"ARROWHEAD,CKD,BLD,DRND,WO/SALT"||
"11007"|"1100"|"Artichokes, (globe or french), raw"|"ARTICHOKES,(GLOBE OR FRENCH),RAW"||
"11008"|"1100"|"Artichokes, (globe or french), cooked, boiled, drained, without salt"|"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,WO/SALT"||
"11009"|"1100"|"Artichokes, (globe or french), frozen, unprepared"|"ARTICHOKES,(GLOBE OR FRENCH),FRZ,UNPREP"||
"11010"|"1100"|"Artichokes, (globe or french), frozen, cooked, boiled, drained, without salt"|"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,WO/SALT"||
"11011"|"1100"|"Asparagus, raw"|"ASPARAGUS,RAW"||
"11012"|"1100"|"Asparagus, cooked, boiled, drained"|"ASPARAGUS,CKD,BLD,DRND"||
"11013"|"1100"|"Asparagus, canned, regular pack, solids and liquids"|"ASPARAGUS,CND,REG PK,SOL&LIQUIDS"||
"11015"|"1100"|"Asparagus, canned, drained solids"|"ASPARAGUS,CND,DRND SOL"||
"11018"|"1100"|"Asparagus, frozen, unprepared"|"ASPARAGUS,FRZ,UNPREP"||
"11019"|"1100"|"Asparagus, frozen, cooked, boiled, drained, without salt"|"ASPARAGUS,FRZ,CKD,BLD,DRND,WO/SALT"||
"11022"|"1100"|"Balsam-pear (bitter gourd), leafy tips, raw"|"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,RAW"||
"11023"|"1100"|"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt"|"BALSAM-PEAR (BITTER GOURD),LEAFY TIPS,CKD,BLD,DRND,WO/SALT"||
"11024"|"1100"|"Balsam-pear (bitter gourd), pods, raw"|"BALSAM-PEAR (BITTER GOURD),PODS,RAW"||
"11025"|"1100"|"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt"|"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,WO/SALT"||
"11026"|"1100"|"Bamboo shoots, raw"|"BAMBOO SHOOTS,RAW"||
"11027"|"1100"|"Bamboo shoots, cooked, boiled, drained, without salt"|"BAMBOO SHOOTS,CKD,BLD,DRND,WO/SALT"||
"11028"|"1100"|"Bamboo shoots, canned, drained solids"|"BAMBOO SHOOTS,CND,DRND SOL"||
"11029"|"1100"|"Beans, kidney, mature seeds, sprouted, raw"|"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,RAW"||
"11030"|"1100"|"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt"|"BEANS,KIDNEY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT"||
"11031"|"1100"|"Lima beans, immature seeds, raw"|"LIMA BNS,IMMAT SEEDS,RAW"||
"11032"|"1100"|"Lima beans, immature seeds, cooked, boiled, drained, without salt"|"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT"||
"11033"|"1100"|"Beans, lima, immature seeds, canned, regular pack, solids and liquids"|"BEANS,LIMA,IMMAT SEEDS,CND,REG PK,SOL&LIQUIDS"||
"11037"|"1100"|"Lima beans, immature seeds, frozen, fordhook, unprepared"|"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,UNPREP"||
"11038"|"1100"|"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt"|"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,WO/SALT"||
"11039"|"1100"|"Lima beans, immature seeds, frozen, baby, unprepared"|"LIMA BNS,IMMAT SEEDS,FRZ,BABY,UNPREP"||
"11040"|"1100"|"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt"|"LIMA BNS,IMMAT SEEDS,FRZ,BABY,CKD,BLD,DRND,WO/SALT"||
"11043"|"1100"|"Mung beans, mature seeds, sprouted, raw"|"MUNG BNS,MATURE SEEDS,SPROUTED,RAW"||
"11044"|"1100"|"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt"|"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT"||
"11045"|"1100"|"Mung beans, mature seeds, sprouted, cooked, stir-fried"|"MUNG BNS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED"||
"11046"|"1100"|"Beans, navy, mature seeds, sprouted, raw"|"BEANS,NAVY,MATURE SEEDS,SPROUTED,RAW"||
"11047"|"1100"|"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt"|"BEANS,NAVY,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,WO/SALT"||
"11048"|"1100"|"Beans, pinto, immature seeds, frozen, unprepared"|"BEANS,PINTO,IMMAT SEEDS,FRZ,UNPREP"||
"11049"|"1100"|"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt"|"BEANS,PINTO,IMMAT SEEDS,FRZ,CKD,BLD,DRND,WO/SALT"||
"11050"|"1100"|"Beans, shellie, canned, solids and liquids"|"BEANS,SHELLIE,CND,SOL & LIQUIDS"||
"11052"|"1100"|"Beans, snap, green, raw"|"BEANS,SNAP,GREEN,RAW"||
"11053"|"1100"|"Beans, snap, green, cooked, boiled, drained, without salt"|"BEANS,SNAP,GRN,CKD,BLD,DRND,WO/SALT"||
"11054"|"1100"|"Beans, snap, green variety, canned, regular pack, solids and liquids"|"BEANS,SNAP,GRN VAR,CND,REG PK,SOL&LIQUIDS"||
"11056"|"1100"|"Beans, snap, green, canned, regular pack, drained solids"|"BEANS,SNAP,GRN,CND,REG PK,DRND SOL"|"Includes USDA commodity food A059, A061"|
"11058"|"1100"|"Beans, snap, canned, all styles, seasoned, solids and liquids"|"BEANS,SNAP,CND,ALL STYLES,SEASONED,SOL&LIQUIDS"||
"11060"|"1100"|"Beans, snap, green, frozen, all styles, unprepared"|"BEANS,SNAP,GRN,FRZ,ALL STYLES,UNPREP"||
"11061"|"1100"|"Beans, snap, green, frozen, cooked, boiled, drained without salt"|"BEANS,SNAP,GRN,FRZ,CKD,BLD,DRND WO/SALT"||
"11062"|"1100"|"Beans, snap, green, frozen, all styles, microwaved"|"BEANS,SNAP,GRN,FRZ,ALL STYLES,MICROWAVED"||
"11063"|"1100"|"Beans, snap, green, microwaved"|"BEANS,SNAP,GRN,MICROWAVED"||
"11080"|"1100"|"Beets, raw"|"BEETS,RAW"||
"11081"|"1100"|"Beets, cooked, boiled, drained"|"BEETS,CKD,BLD,DRND"||
"11082"|"1100"|"Beets, canned, regular pack, solids and liquids"|"BEETS,CND,REG PK,SOL&LIQUIDS"||
"11084"|"1100"|"Beets, canned, drained solids"|"BEETS,CND,DRND SOL"||
"11086"|"1100"|"Beet greens, raw"|"BEET GREENS,RAW"||
"11087"|"1100"|"Beet greens, cooked, boiled, drained, without salt"|"BEET GRNS,CKD,BLD,DRND,WO/SALT"||
"11088"|"1100"|"Broadbeans, immature seeds, raw"|"BROADBEANS,IMMAT SEEDS,RAW"||
"11089"|"1100"|"Broadbeans, immature seeds, cooked, boiled, drained, without salt"|"BROADBEANS,IMMAT SEEDS,CKD,BLD,DRND,WO/SALT"||
"11090"|"1100"|"Broccoli, raw"|"BROCCOLI,RAW"||
"11091"|"1100"|"Broccoli, cooked, boiled, drained, without salt"|"BROCCOLI,CKD,BLD,DRND,WO/SALT"||
"11092"|"1100"|"Broccoli, frozen, chopped, unprepared"|"BROCCOLI,FRZ,CHOPD,UNPREP"||
"11093"|"1100"|"Broccoli, frozen, chopped, cooked, boiled, drained, without salt"|"BROCCOLI,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT"||
"11094"|"1100"|"Broccoli, frozen, spears, unprepared"|"BROCCOLI,FRZ,SPEARS,UNPREP"||
"11095"|"1100"|"Broccoli, frozen, spears, cooked, boiled, drained, without salt"|"BROCCOLI,FRZ,SPEARS,CKD,BLD,DRND,WO/SALT"||
"11096"|"1100"|"Broccoli raab, raw"|"BROCCOLI RAAB,RAW"|"Broccoli rabe, Rapini"|
"11097"|"1100"|"Broccoli raab, cooked"|"BROCCOLI RAAB,CKD"|"Broccoli rabe, Rapini"|
"11098"|"1100"|"Brussels sprouts, raw"|"BRUSSELS SPROUTS,RAW"||
"11099"|"1100"|"Brussels sprouts, cooked, boiled, drained, without salt"|"BRUSSELS SPROUTS,CKD,BLD,DRND,WO/SALT"||
"11100"|"1100"|"Brussels sprouts, frozen, unprepared"|"BRUSSELS SPROUTS,FRZ,UNPREP"||
"11101"|"1100"|"Brussels sprouts, frozen, cooked, boiled, drained, without salt"|"BRUSSELS SPROUTS,FRZ,CKD,BLD,DRND,WO/SALT"||
"11104"|"1100"|"Burdock root, raw"|"BURDOCK ROOT,RAW"||
"11105"|"1100"|"Burdock root, cooked, boiled, drained, without salt"|"BURDOCK ROOT,CKD,BLD,DRND,WO/SALT"||
"11106"|"1100"|"Butterbur, (fuki), raw"|"BUTTERBUR,(FUKI),RAW"||
"11107"|"1100"|"Butterbur, cooked, boiled, drained, without salt"|"BUTTERBUR,CKD,BLD,DRND,WO/SALT"||
"11108"|"1100"|"Butterbur, canned"|"BUTTERBUR,CANNED"||
"11109"|"1100"|"Cabbage, raw"|"CABBAGE,RAW"||
"11110"|"1100"|"Cabbage, cooked, boiled, drained, without salt"|"CABBAGE,CKD,BLD,DRND,WO/SALT"||
"11112"|"1100"|"Cabbage, red, raw"|"CABBAGE,RED,RAW"||
"11113"|"1100"|"Cabbage, red, cooked, boiled, drained, without salt"|"CABBAGE,RED,CKD,BLD,DRND,WO/SALT"||
"11114"|"1100"|"Cabbage, savoy, raw"|"CABBAGE,SAVOY,RAW"||
"11115"|"1100"|"Cabbage, savoy, cooked, boiled, drained, without salt"|"CABBAGE,SAVOY,CKD,BLD,DRND,WO/SALT"||
"11116"|"1100"|"Cabbage, chinese (pak-choi), raw"|"CABBAGE,CHINESE (PAK-CHOI),RAW"||
"11117"|"1100"|"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt"|"CABBAGE,CHINESE (PAK-CHOI),CKD,BLD,DRND,WO/SALT"||
"11119"|"1100"|"Cabbage, chinese (pe-tsai), raw"|"CABBAGE,CHINESE (PE-TSAI),RAW"||
"11120"|"1100"|"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt"|"CABBAGE,CHINESE (PE-TSAI),CKD,BLD,DRND,WO/SALT"||
"11122"|"1100"|"Cardoon, raw"|"CARDOON,RAW"||
"11123"|"1100"|"Cardoon, cooked, boiled, drained, without salt"|"CARDOON,CKD,BLD,DRND,WO/SALT"||
"11124"|"1100"|"Carrots, raw"|"CARROTS,RAW"|"Includes USDA commodity food A099"|
"11125"|"1100"|"Carrots, cooked, boiled, drained, without salt"|"CARROTS,CKD,BLD,DRND,WO/SALT"||
"11126"|"1100"|"Carrots, canned, regular pack, solids and liquids"|"CARROTS,CND,REG PK,SOL&LIQUIDS"||
"11128"|"1100"|"Carrots, canned, regular pack, drained solids"|"CARROTS,CND,REG PK,DRND SOL"||
"11130"|"1100"|"Carrots, frozen, unprepared"|"CARROTS,FROZEN,UNPREPARED"||
"11131"|"1100"|"Carrots, frozen, cooked, boiled, drained, without salt"|"CARROTS,FRZ,CKD,BLD,DRND,WO/SALT"||
"11134"|"1100"|"Cassava, raw"|"CASSAVA,RAW"||
"11135"|"1100"|"Cauliflower, raw"|"CAULIFLOWER,RAW"||
"11136"|"1100"|"Cauliflower, cooked, boiled, drained, without salt"|"CAULIFLOWER,CKD,BLD,DRND,WO/SALT"||
"11137"|"1100"|"Cauliflower, frozen, unprepared"|"CAULIFLOWER,FRZ,UNPREP"||
"11138"|"1100"|"Cauliflower, frozen, cooked, boiled, drained, without salt"|"CAULIFLOWER,FRZ,CKD,BLD,DRND,WO/SALT"||
"11141"|"1100"|"Celeriac, raw"|"CELERIAC,RAW"||
"11142"|"1100"|"Celeriac, cooked, boiled, drained, without salt"|"CELERIAC,CKD,BLD,DRND,WO/SALT"||
"11143"|"1100"|"Celery, raw"|"CELERY,RAW"||
"11144"|"1100"|"Celery, cooked, boiled, drained, without salt"|"CELERY,CKD,BLD,DRND,WO/SALT"||
"11145"|"1100"|"Celtuce, raw"|"CELTUCE,RAW"||
"11147"|"1100"|"Chard, swiss, raw"|"CHARD,SWISS,RAW"||
"11148"|"1100"|"Chard, swiss, cooked, boiled, drained, without salt"|"CHARD,SWISS,CKD,BLD,DRND,WO/SALT"||
"11149"|"1100"|"Chayote, fruit, raw"|"CHAYOTE,FRUIT,RAW"||
"11150"|"1100"|"Chayote, fruit, cooked, boiled, drained, without salt"|"CHAYOTE,FRUIT,CKD,BLD,DRND,WO/SALT"||
"11151"|"1100"|"Chicory, witloof, raw"|"CHICORY,WITLOOF,RAW"||
"11152"|"1100"|"Chicory greens, raw"|"CHICORY GREENS,RAW"||
"11154"|"1100"|"Chicory roots, raw"|"CHICORY ROOTS,RAW"||
"11156"|"1100"|"Chives, raw"|"CHIVES,RAW"||
"11157"|"1100"|"Chrysanthemum, garland, raw"|"CHRYSANTHEMUM,GARLAND,RAW"||
"11158"|"1100"|"Chrysanthemum, garland, cooked, boiled, drained, without salt"|"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT"||
"11159"|"1100"|"Coleslaw, home-prepared"|"COLESLAW,HOME-PREPARED"||
"11161"|"1100"|"Collards, raw"|"COLLARDS,RAW"||
"11162"|"1100"|"Collards, cooked, boiled, drained, without salt"|"COLLARDS,CKD,BLD,DRND,WO/SALT"||
"11163"|"1100"|"Collards, frozen, chopped, unprepared"|"COLLARDS,FRZ,CHOPD,UNPREP"||
"11164"|"1100"|"Collards, frozen, chopped, cooked, boiled, drained, without salt"|"COLLARDS,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT"||
"11165"|"1100"|"Coriander (cilantro) leaves, raw"|"CORIANDER (CILANTRO) LEAVES,RAW"|"Chinese parsley, raw, Cilantro, raw"|
"11167"|"1100"|"Corn, sweet, yellow, raw"|"CORN,SWT,YEL,RAW"||
"11168"|"1100"|"Corn, sweet, yellow, cooked, boiled, drained, without salt"|"CORN,SWT,YEL,CKD,BLD,DRND,WO/SALT"||
"11170"|"1100"|"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids"|"CORN,SWT,YEL,CND,BRINE PK,REG PK,SOL&LIQUIDS"||
"11172"|"1100"|"Corn, sweet, yellow, canned, whole kernel, drained solids"|"CORN,SWT,YEL,CND,WHL KERNEL,DRND SOL"|"Includes USDA commodity food A119"|
"11174"|"1100"|"Corn, sweet, yellow, canned, cream style, regular pack"|"CORN,SWT,YEL,CND,CRM STYLE,REG PK"||
"11176"|"1100"|"Corn, sweet, yellow, canned, vacuum pack, regular pack"|"CORN,SWT,YEL,CND,VACUUM PK,REG PK"||
"11178"|"1100"|"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared"|"CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,UNPREP"||
"11179"|"1100"|"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt"|"CORN,SWT,YEL,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT"||
"11180"|"1100"|"Corn, sweet, yellow, frozen, kernels on cob, unprepared"|"CORN,SWT,YEL,FRZ,KRNLS ON COB,UNPREP"||
"11181"|"1100"|"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt"|"CORN,SWT,YEL,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT"||
"11182"|"1100"|"Corn, yellow, whole kernel, frozen, microwaved"|"CORN,YEL,WHL KERNEL,FRZ,MICROWAVED"||
"11184"|"1100"|"Corn with red and green peppers, canned, solids and liquids"|"CORN W/RED&GRN PEPPERS,CND,SOL&LIQUIDS"||
"11190"|"1100"|"Cornsalad, raw"|"CORNSALAD,RAW"||
