"NDB_No"|"FdGrp_Cd"|"Long_Desc"|"Shrt_Desc"|"ComName"|"ManufacName"
"02039"|"0200"|"Spices, savory, ground"|"SAVORY,GROUND"||
"02041"|"0200"|"Spices, tarragon, dried"|"SPICES,TARRAGON,DRIED"||
"02042"|"0200"|"Spices, thyme, dried"|"SPICES,THYME,DRIED"||
"02043"|"0200"|"Spices, turmeric, ground"|"TURMERIC,GROUND"||
"02044"|"0200"|"Basil, fresh"|"BASIL,FRESH"||
"02045"|"0200"|"Dill weed, fresh"|"DILL WEED,FRSH"||
"02046"|"0200"|"Mustard, prepared, yellow"|"MUSTARD,PREPARED,YELLOW"||
"02047"|"0200"|"Salt, table"|"SALT,TABLE"||
"02048"|"0200"|"Vinegar, cider"|"VINEGAR,CIDER"||
"02049"|"0200"|"Thyme, fresh"|"THYME,FRSH"||
"02050"|"0200"|"Vanilla extract"|"VANILLA EXTRACT"||
"02051"|"0200"|"Vanilla extract, imitation, alcohol"|"VANILLA EXTRACT,IMITN,ALCOHOL"||
"02052"|"0200"|"Vanilla extract, imitation, no alcohol"|"VANILLA EXTRACT,IMITN,NO ALCOHOL"||
"02053"|"0200"|"Vinegar, distilled"|"VINEGAR,DISTILLED"||
"02054"|"0200"|"Capers, canned"|"CAPERS,CANNED"||
"02055"|"0200"|"Horseradish, prepared"|"HORSERADISH,PREPARED"||
"02063"|"0200"|"Rosemary, fresh"|"ROSEMARY,FRESH"||
"02064"|"0200"|"Peppermint, fresh"|"PEPPERMINT,FRESH"|"mint"|
"02065"|"0200"|"Spearmint, fresh"|"SPEARMINT,FRESH"|"mint"|
"02066"|"0200"|"Spearmint, dried"|"SPEARMINT,DRIED"|"mint"|
"02068"|"0200"|"Vinegar, red wine"|"VINEGAR,RED WINE"||
"02069"|"0200"|"Vinegar, balsamic"|"VINEGAR,BALSAMIC"||
"02073"|"0200"|"CAMPBELL Soup Company, PACE, Dry Taco Seasoning Mix"|"CAMPBELL SOUP CO,PACE,DRY TACO SEAS MIX"||"Campbell Soup Co."
"04001"|"0400"|"Fat, beef tallow"|"FAT,BEEF TALLOW"||
"04002"|"0400"|"Lard"|"LARD"||
"04011"|"0400"|"Salad dressing, KRAFT Mayo Light Mayonnaise"|"SALAD DRSNG,KRAFT MAYO LT MAYO"||
"04012"|"0400"|"Salad dressing, KRAFT MIRACLE WHIP LIGHT Dressing"|"SALAD DRSNG,KRAFT MIRACLE WHIP LT DRSNG"||
"04013"|"0400"|"Salad dressing, KRAFT Mayo Fat Free Mayonnaise Dressing"|"SALAD DRSNG,KRAFT MAYO FAT FREE MAYO DRSNG"||
"04014"|"0400"|"Salad dressing, KRAFT MIRACLE WHIP FREE Nonfat Dressing"|"SALAD DRSNG,KRAFT MIRACLE WHIP FREE NONFAT DRSNG"||
"04015"|"0400"|"Salad dressing, russian dressing"|"SALAD DRSNG,RUSSIAN DRSNG"||
"04016"|"0400"|"Salad dressing, sesame seed dressing, regular"|"SALAD DRSNG,SESAME SD DRSNG,REG"||
"04017"|"0400"|"Salad dressing, thousand island, commercial, regular"|"SALAD DRSNG,1000 ISLAND,COMM,REG"||
"04018"|"0400"|"Salad dressing, mayonnaise type, regular, with salt"|"SALAD DRSNG,MAYO TYPE,REG,W/SALT"||
"04020"|"0400"|"Salad dressing, french dressing, reduced fat"|"SALAD DRSNG,FRENCH DRSNG,RED FAT"||
"04021"|"0400"|"Salad dressing, italian dressing, reduced fat"|"SALAD DRSNG,ITALIAN DRSNG,RED FAT"||
"04022"|"0400"|"Salad dressing, russian dressing, low calorie"|"SALAD DRSNG,RUSSIAN DRSNG,LO CAL"||
"04023"|"0400"|"Salad dressing, thousand island dressing, reduced fat"|"SALAD DRSNG,1000 ISLAND DRSNG,RED FAT"||
"04025"|"0400"|"Salad dressing, mayonnaise, soybean oil, with salt"|"SALAD DRSNG,MAYO,SOYBN OIL,W/SALT"||
"04026"|"0400"|"Salad dressing, mayonnaise, soybean and safflower oil, with salt"|"SALAD DRSNG,MAYO,SOYBN&SAFFLOWER OIL,W/SALT"||
"04027"|"0400"|"Salad dressing, mayonnaise, imitation, soybean"|"SALAD DRSNG,MAYO,IMITN,SOYBN"||
"04028"|"0400"|"Salad dressing, mayonnaise, imitation, milk cream"|"SALAD DRSNG,MAYO,IMITN,MILK CRM"||
"04029"|"0400"|"Salad dressing, mayonnaise, imitation, soybean without cholesterol"|"SALAD DRSNG,MAYO,IMITN,SOYBN WO/CHOL"||
"04030"|"0400"|"Sandwich spread, with chopped pickle, regular, unspecified oils"|"SANDWICH SPRD,W/CHOPD PICKLE,REG,UNSPEC OILS"||
"04031"|"0400"|"Shortening, household, soybean (hydrogenated)-cottonseed (hydrogenated)"|"SHORTENING,HOUSEHOLD,SOYBN (HYDR) -COTTONSEED (HYDR)"||
"04034"|"0400"|"Oil, soybean, salad or cooking, (partially hydrogenated)"|"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED)"||
"04037"|"0400"|"Oil, rice bran"|"OIL,RICE BRAN"||
"04038"|"0400"|"Oil, wheat germ"|"OIL,WHEAT GERM"||
"04042"|"0400"|"Oil, peanut, salad or cooking"|"OIL,PNUT,SALAD OR COOKING"||
"04044"|"0400"|"Oil, soybean, salad or cooking"|"OIL,SOYBN,SALAD OR COOKING"||
"04047"|"0400"|"Oil, coconut"|"OIL,COCNT"||
"04053"|"0400"|"Oil, olive, salad or cooking"|"OIL,OLIVE,SALAD OR COOKING"||
"04055"|"0400"|"Oil, palm"|"OIL,PALM"||
"04058"|"0400"|"Oil, sesame, salad or cooking"|"OIL,SESAME,SALAD OR COOKING"||
"04060"|"0400"|"Oil, sunflower, linoleic (less than 60%)"|"OIL,SUNFLOWER,LINOLEIC (LESS THAN 60%)"||
"04073"|"0400"|"Margarine, regular, hard, soybean (hydrogenated)"|"MARGARINE,REG,HARD,SOYBN (HYDR)"||
"04114"|"0400"|"Salad dressing, italian dressing, commercial, regular"|"SALAD DRSNG,ITALIAN DRSNG,COMM,REG"||
"04115"|"0400"|"Salad dressing, KRAFT Ranch Dressing"|"SALAD DRSNG,KRAFT RANCH DRSNG"||
"04116"|"0400"|"Salad dressing, KRAFT Zesty Italian Dressing"|"SALAD DRSNG,KRAFT ZESTY ITALIAN DRSNG"||
"04117"|"0400"|"Salad dressing, KRAFT LIGHT DONE RIGHT! Ranch Dressing"|"SALAD DRSNG,KRAFT LT DONE RIGHT! RANCH DRSNG"||
"04118"|"0400"|"Salad dressing, KRAFT LIGHT DONE RIGHT! Italian Dressing"|"SALAD DRSNG,KRAFT LT DONE RIGHT! ITALIAN DRSNG"||
"04119"|"0400"|"Salad dressing, KRAFT FREE Fat Free Ranch Dressing"|"SALAD DRSNG,KRAFT FREE FAT FREE RANCH DRSNG"||
"04120"|"0400"|"Salad dressing, french dressing, commercial, regular"|"SALAD DRSNG,FRENCH DRSNG,COMM,REG"||
"04121"|"0400"|"Salad dressing, KRAFT FREE Fat Free Italian Dressing"|"SALAD DRSNG,KRAFT FREE FAT FREE ITALIAN DRSNG"||
"04128"|"0400"|"Margarine-like, vegetable oil spread, unspecified oils, approximately 37% fat, with salt"|"VEG OIL SPRD,UNSPEC OILS,APPROX 37% FAT,W/ SALT"||
"04133"|"0400"|"Salad dressing, french, home recipe"|"SALAD DRSNG,FRENCH,HOME RECIPE"||
"04134"|"0400"|"Salad dressing, home recipe, cooked"|"SALAD DRSNG,HOME RECIPE,CKD"||
"04135"|"0400"|"Salad dressing, home recipe, vinegar and oil"|"SALAD DRSNG,HOME RECIPE,VINEGAR&OIL"||
"04141"|"0400"|"Salad dressing, french dressing, commercial, regular, without salt"|"SALAD DRSNG,FRENCH DRSNG,COMM,REG,WO/ SALT"||
"04142"|"0400"|"Salad dressing, french dressing, reduced fat, without salt"|"SALAD DRSNG,FRENCH DRSNG,RED FAT,WO/ SALT"||
"04143"|"0400"|"Salad dressing, italian dressing, commercial, regular, without salt"|"SALAD DRSNG,ITALIAN DRSNG,COMM,REG,WO/ SALT"||
"04144"|"0400"|"Salad dressing, italian dressing, reduced fat, without salt"|"SALAD DRSNG,ITALIAN DRSNG,RED FAT,WO/ SALT"||
"04145"|"0400"|"Salad dressing, mayonnaise, soybean oil, without salt"|"SALAD DRSNG,MAYO,SOYBN OIL,WO/SALT"||
"04146"|"0400"|"Salad dressing, french, cottonseed, oil, home recipe"|"SALAD DRSNG,FRENCH,CTTNSD,OIL,HOME RECIPE"||
"04367"|"0400"|"Salad dressing, french dressing, fat-free"|"SALAD DRSNG,FRENCH DRSNG,FAT-FREE"||
"04501"|"0400"|"Oil, cocoa butter"|"OIL,COCOA BUTTER"||
"04502"|"0400"|"Oil, cottonseed, salad or cooking"|"OIL,CTTNSD,SALAD OR COOKING"||
"04506"|"0400"|"Oil, sunflower, linoleic, (approx. 65%)"|"OIL,SUNFLOWER,LINOLEIC,(APPROX. 65%)"||
"04510"|"0400"|"Oil, safflower, salad or cooking, linoleic, (over 70%)"|"OIL,SAFFLOWER,SALAD OR COOKING,LINOLEIC,(OVER 70%)"||
"04511"|"0400"|"Oil, safflower, salad or cooking, oleic, over 70% (primary safflower oil of commerce)"|"OIL,SAFFLOWER,SALAD OR COOKING,OLEIC,OVER 70%"||
"04513"|"0400"|"Vegetable oil, palm kernel"|"VEGETABLE OIL,PALM KERNEL"||
"04514"|"0400"|"Oil, poppyseed"|"OIL,POPPYSEED"||
"04515"|"0400"|"Oil, tomatoseed"|"OIL,TOMATOSEED"||
"04516"|"0400"|"Oil, teaseed"|"OIL,TEASEED"||
"04517"|"0400"|"Oil, grapeseed"|"OIL,GRAPESEED"||
"04518"|"0400"|"Oil, corn, industrial and retail, all purpose salad or cooking"|"OIL,CORN,INDUSTRIAL & RTL,ALLPURP SALAD OR COOKING"||
"04520"|"0400"|"Fat, mutton tallow"|"FAT,MUTTON TALLOW"||
"04528"|"0400"|"Oil, walnut"|"OIL,WALNUT"||
"04529"|"0400"|"Oil, almond"|"OIL,ALMOND"||
"04530"|"0400"|"Oil, apricot kernel"|"OIL,APRICOT KERNEL"||
"04531"|"0400"|"Oil, soybean lecithin"|"OIL,SOYBN LECITHIN"||
"04532"|"0400"|"Oil, hazelnut"|"OIL,HAZELNUT"||
"04534"|"0400"|"Oil, babassu"|"OIL,BABASSU"||
"04536"|"0400"|"Oil, sheanut"|"OIL,SHEANUT"||
"04539"|"0400"|"Salad dressing, blue or roquefort cheese dressing, commercial, regular"|"SALAD DRSNG,BLUE OR ROQUEFORT CHS DRSNG,COMM,REG"||
"04541"|"0400"|"Oil, cupu assu"|"OIL,CUPU ASSU"||
"04542"|"0400"|"Fat, chicken"|"FAT,CHICKEN"||
"04543"|"0400"|"Oil, soybean, salad or cooking, (partially hydrogenated) and cottonseed"|"OIL,SOYBN,SALAD OR COOKING,(PARTIALLY HYDROGENATED) & CTTNSD"||
"04544"|"0400"|"Shortening, household, lard and vegetable oil"|"SHORTENING,HOUSEHOLD,LARD&VEG OIL"||
"04545"|"0400"|"Oil, sunflower, linoleic, (partially hydrogenated)"|"OIL,SUNFLOWER,LINOLEIC,(PARTIALLY HYDROGENATED)"||
"04546"|"0400"|"Shortening bread, soybean (hydrogenated) and cottonseed"|"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD"||
"04548"|"0400"|"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)"|"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)"||
"04549"|"0400"|"Shortening industrial, lard and vegetable oil"|"SHORTENING INDUSTRIAL,LARD&VEG OIL"||
"04550"|"0400"|"Shortening frying (heavy duty), beef tallow and cottonseed"|"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD"||
"04551"|"0400"|"Shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)"|"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)"||
"04554"|"0400"|"Shortening industrial, soybean (hydrogenated) and cottonseed"|"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD"||
"04556"|"0400"|"Shortening frying (heavy duty), palm (hydrogenated)"|"SHORTENING FRYING (HVY DUTY),PALM (HYDR)"||
"04559"|"0400"|"Shortening household soybean (hydrogenated) and palm"|"SHORTENING HOUSEHOLD SOYBN (HYDR)&PALM"||
"04560"|"0400"|"Shortening frying (heavy duty), soybean (hydrogenated), linoleic (less than 1%)"|"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC (LESS THAN 1%"||
"04570"|"0400"|"Shortening, confectionery, fractionated palm"|"SHORTENING,CONFECTIONERY,FRACTIONATED PALM"||
"04572"|"0400"|"Oil, nutmeg butter"|"OIL,NUTMEG BUTTER"||
"04573"|"0400"|"Oil, ucuhuba butter"|"OIL,UCUHUBA BUTTER"||
"04574"|"0400"|"Fat, duck"|"FAT,DUCK"||
"04575"|"0400"|"Fat, turkey"|"FAT,TURKEY"||
"04576"|"0400"|"Fat, goose"|"FAT,GOOSE"||
"04581"|"0400"|"Oil, avocado"|"OIL,AVOCADO"||
"04582"|"0400"|"Oil, canola"|"OIL,CANOLA"|"low erucic acid rapeseed oil"|
"04583"|"0400"|"Oil, mustard"|"OIL,MUSTARD"||
"04584"|"0400"|"Oil, sunflower, high oleic (70% and over)"|"OIL,SUNFLOWER,HI OLEIC (70% & OVER)"||
"04585"|"0400"|"Margarine-like, margarine-butter blend, soybean oil and butter"|"MARGARINE-LIKE,MARGARINE-BUTTER BLEND,SOYBN OIL & BUTTER"||
"04586"|"0400"|"Shortening, special purpose for cakes and frostings, soybean (hydrogenated)"|"SHORTENING,SPL PURPOSE FOR CAKES&FROSTINGS,SOYBN (HYDR)"||
"04587"|"0400"|"Shortening, special purpose for baking, soybean (hydrogenated) palm and cottonseed"|"SHORTENING,SPL PURPOSE FOR BAKING,SOYBN (HYDR) PALM&CTTNSD"||
"04588"|"0400"|"Oil, oat"|"OIL,OAT"||
"04589"|"0400"|"Fish oil, cod liver"|"FISH OIL,COD LIVER"||
"04590"|"0400"|"Fish oil, herring"|"FISH OIL,HERRING"||
"04591"|"0400"|"Fish oil, menhaden"|"FISH OIL,MENHADEN"||
"04592"|"0400"|"Fish oil, menhaden, fully hydrogenated"|"FISH OIL,MENHADEN,FULLY HYDR"||
"04593"|"0400"|"Fish oil, salmon"|"FISH OIL,SALMON"||
"04594"|"0400"|"Fish oil, sardine"|"FISH OIL,SARDINE"||
"04595"|"0400"|"Shortening, multipurpose, soybean (hydrogenated) and palm (hydrogenated)"|"SHORTENING,MULTIPURPOSE,SOYBN (HYDR)&PALM (HYDR)"||
"04600"|"0400"|"Margarine-like, vegetable oil-butter spread, tub, with salt"|"MARGARINE-LIKE,VEG OIL-BUTTER SPRD,TUB,W/ SALT"||
"04601"|"0400"|"Butter, light, stick, with salt"|"BUTTER,LT,STK,W/SALT"||
"04602"|"0400"|"Butter, light, stick, without salt"|"BUTTER,LT,STK,WO/SALT"||
"04606"|"0400"|"Meat drippings (lard, beef tallow, mutton tallow)"|"MEAT DRIPPINGS (LARD,BF TALLOW,MUTTON TALLOW)"||
"04609"|"0400"|"Animal fat, bacon grease"|"ANIMAL FAT,BACON GREASE"||
"04610"|"0400"|"Margarine, regular, 80% fat, composite, stick, with salt"|"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT"||
"04611"|"0400"|"Margarine, regular, 80% fat, composite, tub, with salt"|"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT"||
"04612"|"0400"|"Margarine-like, vegetable oil spread, 60% fat, stick, with salt"|"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STK,W/ SALT"||
"04613"|"0400"|"Margarine-like, vegetable oil spread, 60% fat, tub, with salt"|"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,TUB,W/ SALT"||
"04614"|"0400"|"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt"|"MARGARINE-LIKE,VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,W/ SALT"||
"04615"|"0400"|"Shortening, vegetable, household, composite"|"SHORTENING,VEG,HOUSEHOLD,COMP"||
"04616"|"0400"|"Shortening, institutional, composite"|"SHORTENING,INSTITUTIONAL,COMP"||
"04617"|"0400"|"Margarine, regular, 80% fat, composite, stick, without salt"|"MARGARINE,REG,80% FAT,COMP,STK,WO/ SALT"||
"04618"|"0400"|"Margarine, regular, 80% fat, composite, tub, without salt"|"MARGARINE,REG,80% FAT,COMP,TUB,WO/ SALT"||
"04620"|"0400"|"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, without salt"|"VEG OIL SPRD,60% FAT,STICK/TUB/BOTTLE,WO/ SALT"||
"04624"|"0400"|"Margarine-like, vegetable oil spread, fat free, liquid, with salt"|"MARGARINE-LIKE,VEG OIL SPRD,FAT FREE,LIQ,W/ SALT"||
"04626"|"0400"|"Margarine-like spread with yogurt, 70% fat, stick, with salt"|"MARGARINE-LIKE SPRD W/ YOGURT,70% FAT,STK,W/ SALT"||
"04627"|"0400"|"Margarine-like spread with yogurt, approximately 40% fat, tub, with salt"|"MARGARINE-LIKE SPRD W/ YOGURT,APPROX 40% FAT,TUB,W/ SALT"||
"04628"|"0400"|"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils"|"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS"||
"04629"|"0400"|"Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick"|"MARGARINE, VEG OIL SPRD,70% FAT,SOYBN & PART HYDR SOYBN,STK"||
"04630"|"0400"|"Margarine Spread, approximately 48% fat, tub"|"MARGARINE SPRD,APPROX 48% FAT,TUB"||
"04631"|"0400"|"Margarine-like, vegetable oil spread, fat-free, tub"|"MARGARINE-LIKE,VEG OIL SPRD,FAT-FREE,TUB"||
"04633"|"0400"|"Margarine-like, vegetable oil spread, 20% fat, with salt"|"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,W/ SALT"||
"04634"|"0400"|"Margarine-like, vegetable oil spread, 20% fat, without salt"|"MARGARINE-LIKE,VEG OIL SPRD,20% FAT,WO/ SALT"||
"04635"|"0400"|"Salad dressing, thousand island dressing, fat-free"|"SALAD DRSNG,1000 ISLAND DRSNG,FAT-FREE"||
"04636"|"0400"|"Salad dressing, italian dressing, fat-free"|"SALAD DRSNG,ITALIAN DRSNG,FAT-FREE"||
"04638"|"0400"|"Salad dressing, ranch dressing, fat-free"|"SALAD DRSNG,RANCH DRSNG,FAT-FREE"||
"04639"|"0400"|"Salad dressing, ranch dressing, commercial, regular"|"SALAD DRSNG,RANCH DRSNG,COMM,REG"||
"04640"|"0400"|"Salad dressing, ranch dressing, reduced fat"|"SALAD DRSNG,RANCH DRSNG,RED FAT"||
"04641"|"0400"|"Salad dressing, mayonnaise, light"|"SALAD DRSNG,MAYO,LT"|"lite mayonnaise"|
"04642"|"0400"|"Oil, industrial, mid-oleic, sunflower, principal uses frying and salad dressings"|"OIL,INDUSTRIAL,MID-OLEIC,SUNFLOWER,FRYING & SALAD DRESSINGS"|"NuSun"|
"04643"|"0400"|"Oil, industrial, canola with antifoaming agent, principal uses salads, woks and light frying"|"OIL,INDUSTRIAL,CANOLA W/ ANTIFOAMING AGENT"||
"04644"|"0400"|"Oil, industrial, canola for salads, woks and light frying"|"OIL,INDUSTRIAL,CANOLA FOR SALADS,WOKS & LT FRYING"||
"04645"|"0400"|"Oil, industrial, canola (partially hydrogenated) oil for deep fat frying"|"OIL,INDUS,CANOLA (PART HYDROG) OIL FOR DEEP FAT FRYING"||
"04646"|"0400"|"Oil, industrial, coconut, principal uses candy coatings, oil sprays, roasting nuts"|"OIL,INDUSTRIAL,COCNT"||
"04648"|"0400"|"Oil, industrial, soy (partially hydrogenated), principal uses popcorn and flavoring vegetables"|"OIL,INDUSTRIAL,SOY (PART HYDR),FOR POPCORN & FLAVORING VEG"||
"04649"|"0400"|"Shortening, industrial, soy (partially hydrogenated), pourable liquid fry shortening"|"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY"||
"04650"|"0400"|"Oil, industrial, soy, refined, for woks and light frying"|"OIL,INDUSTRIAL,SOY,REFINED,FOR WOKS & LT FRYING"||
"04651"|"0400"|"Oil, industrial, soy (partially hydrogenated), multiuse for non-dairy butter flavor"|"OIL,INDUSTRIAL,SOY (PART HYDR),FOR NON-DAIRY BUTTER FLAVOR"||
"04652"|"0400"|"Oil, industrial, soy ( partially hydrogenated), all purpose"|"OIL,INDUSTRIAL,SOY ( PART HYDROGENATED),ALLPURP"||
"04653"|"0400"|"Oil, industrial, soy (partially hydrogenated ) and soy (winterized), pourable clear fry"|"OIL,INDUSTRIAL,SOY (PART HYDR ) & SOY,POURABLE FRY"||
"04654"|"0400"|"Oil, industrial, soy (partially hydrogenated)  and cottonseed, principal use as a tortilla shortening"|"OIL,INDUS,SOY (PART HYDROG) & CTTNSD,TORTILLA SHORTENING"||
"04655"|"0400"|"Margarine-like shortening, industrial, soy (partially hydrogenated), cottonseed, and soy, principal use flaky pastries"|"MARGARINE-LIKE SHORTENING,INDUS,SOY(PART  HYDR),CTTNSD,& SOY"||
"04656"|"0400"|"Oil, industrial, palm kernel, confection fat, uses similar to high quality cocoa butter"|"OIL,INDUSTRIAL,PALM KERNEL,CONFECTION FAT"||
"04657"|"0400"|"Oil, industrial, palm kernel (hydrogenated), confection fat, uses similar to 95 degree hard butter"|"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT"||
"04658"|"0400"|"Oil, industrial, palm kernel (hydrogenated), confection fat, intermediate grade product"|"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),CONFECTION FAT"||
"04659"|"0400"|"Oil, industrial, coconut, confection fat, typical basis for ice cream coatings"|"OIL,INDUSTRIAL,COCNT,CONFECTION FAT,ICE CRM COATINGS"||
"04660"|"0400"|"Oil, industrial, palm kernel (hydrogenated) , used for whipped toppings, non-dairy"|"OIL,INDUSTRIAL,PALM KERNEL (HYDROG) FOR WHIPPED TOPPINGS"||
"04661"|"0400"|"Oil, industrial, coconut (hydrogenated), used for whipped toppings and coffee whiteners"|"OIL,INDUSTRIAL,COCNT (HYDROGENATED),FOR TOPPINGS & WHITENERS"||
"04662"|"0400"|"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)"|"OIL,INDUSTRIAL,PALM & PALM KERNEL,FILLING FAT (NON-HYDROG)"||
"04663"|"0400"|"Oil, industrial, palm kernel (hydrogenated), filling fat"|"OIL,INDUSTRIAL,PALM KERNEL (HYDROGENATED),FILLING FAT"||
"04664"|"0400"|"Oil, industrial, soy (partially hydrogenated ), palm, principal uses icings and fillings"|"OIL,INDUSTRIAL,SOY (PARTHYDR ),PALM, ICINGS & FILLINGS"||
"04665"|"0400"|"Margarine, industrial, non-dairy, cottonseed, soy oil (partially hydrogenated ), for flaky pastries"|"MARGARINE,INDUS,NON-DAIRY,CTTNSD,SOY OIL (PART HYDR )"||
"04666"|"0400"|"Shortening, industrial, soy (partially hydrogenated ) and corn for frying"|"SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING"||
"04667"|"0400"|"Shortening, industrial, soy (partially hydrogenated ) for baking and confections"|"SHORTENING,INDUS,SOY (PART HYDR ) FOR BAKING & CONFECTIONS"||
"04668"|"0400"|"Margarine, industrial, soy and partially hydrogenated soy oil, use for baking, sauces and candy"|"MARGARINE,INDUS,SOY & PART HYDR SOY OIL,BAKING,SAUCES,CANDY"||
"04669"|"0400"|"USDA Commodity Food, oil, vegetable, soybean, refined"|"USDA CMDTY FD,OIL,VEG,SOYBN,REFINED"||
"04670"|"0400"|"USDA Commodity Food, oil, vegetable, low saturated fat"|"USDA CMDTY FD,OIL,VEG,LO SATURATED FAT"||
"04671"|"0400"|"USDA Commodity Food, shortening, type III, creamy liquid, soybean and soybean (partially hydrogenated)"|"USDA CMDTY FD,SHORTENING,SOYBN & SOYBN (PARTIALLY HYDROG)"||
"04672"|"0400"|"USDA Commodity Food, shortening, all purpose, soybean (partially hydrogenated) and cottonseed"|"USDA CMDTY FD,SHORTENING,ALLPURP,SOYBN (PART HYDROG)&CTTNSD"||
"04673"|"0400"|"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil"|"MARGARINE-LIKE SPRD,SMART BALANCE REG BUTTERY SPRD"||"GFA Brands"
"04674"|"0400"|"Margarine-like spread, SMART BALANCE Light Buttery Spread"|"MARGARINE-LIKE SPRD,SMART BALANCE LT BUTTERY SPRD"||
"04675"|"0400"|"Margarine-like spread, SMART BEAT Super Light without saturated fat"|"MARGARINE-LIKE SPRD,SMART BEAT SUPER LT WO/ SATURATED FAT"||
"04676"|"0400"|"Margarine-like spread, SMART BEAT Smart Squeeze"|"MARGARINE-LIKE SPRD,SMART BEAT SMART SQUEEZE"||"GFA Brands"
"04677"|"0400"|"Margarine-like spread, SMART BALANCE Omega Plus Spread (with plant sterols & fish oil)"|"MARGARINE-LIKE SPRD,SMART BALANCE OMEGA PLUS SPRD"||"GFA Brands"
"04678"|"0400"|"Oil, vegetable, Natreon canola, high stability, non trans, high oleic (70%)"|"OIL,VEG,NATREON CANOLA,HI STABILITY,NON TRANS,HI OLEIC (70%)"|"trans free high stability low saturated fat non-hydrogenated canola oil"|"Dow AgroSciences, LLC"
"04679"|"0400"|"Oil, PAM cooking spray, original"|"OIL,PAM COOKING SPRAY,ORIGINAL"||"ConAgra, Inc."
"04683"|"0400"|"Margarine, margarine-like vegetable oil spread, 67-70% fat, tub"|"MARGARINE,MARGARINE-LIKE VEG OIL SPRD,67-70% FAT,TUB"||
"04684"|"0400"|"Margarine, 80% fat, tub, CANOLA HARVEST Soft Spread (canola, palm and palm kernel oils)"|"MARGARINE,80% FAT,TUB,CANOLA HARVEST SOFT SPRD"||
"04685"|"0400"|"Oil, cooking and salad, ENOVA, 80% diglycerides"|"OIL,COOKING & SALAD,ENOVA,80% DIGLYCERIDES"||"ADM KAO LLC"
"04686"|"0400"|"Salad dressing, honey mustard dressing, reduced calorie"|"SALAD DRSNG,HONEY MUSTARD DRSNG,RED CAL"||
"04687"|"0400"|"Margarine-like spread, BENECOL Light Spread"|"MARGARINE-LIKE SPRD,BENECOL LT SPRD"||"McNeil Nutritionals, LLC"
"04688"|"0400"|"Salad dressing, spray-style dressing, assorted flavors"|"SALAD DRSNG,SPRAY-STYLE DRSNG,ASSORTED FLAVORS"||
"04689"|"0400"|"Salad Dressing, mayonnaise, light, SMART BALANCE, Omega Plus light"|"SALAD DRSNG,MAYO,LT,SMART BALANCE,OMEGA PLUS LT"||"Smart Balance Foods"
"04690"|"0400"|"Margarine-like, vegetable oil spread, approximately 37% fat, unspecified oils, with salt, with added vitamin D"|"VEG OIL SPRD,37% FAT,UNSPEC OILS,W/ SALT,W/ ADDED VITAMIN D"||
"04691"|"0400"|"Margarine, regular, 80% fat, composite, stick, with salt, with added vitamin D"|"MARGARINE,REG,80% FAT,COMP,STK,W/ SALT,W/ ADDED VITAMIN D"||
"04692"|"0400"|"Margarine, regular, 80% fat, composite, tub, with salt, with added vitamin D"|"MARGARINE,REG,80% FAT,COMP,TUB,W/ SALT,W/ ADDED VITAMIN D"||
"04693"|"0400"|"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D"|"VEG OIL SPRD,60% FAT,STK,W/ SALT,W/ ADDED VITAMIN D"||
"04694"|"0400"|"Margarine-like, vegetable oil spread, 60% fat, tub, with salt, with added vitamin D"|"VEG OIL SPRD,60% FAT,TUB,W/ SALT,W/ ADDED VITAMIN D"||
