"NDB_No"|"Seq"|"Amount"|"Msre_Desc"|"Gm_Wgt"|"Num_Data_Pts"|"Std_Dev"
"14194"|"1"|1.00|"serving 6 fl oz"|206.00||
"14194"|"2"|1.00|"fl oz"|34.30||
"14195"|"1"|1.00|"serving 1 envelope"|20.00|1|
"14196"|"1"|1.00|"envelope Alba (.675 oz)"|19.00||
"14196"|"2"|1.00|"envelope  Swiss Miss (.53 oz)"|15.00||
"14197"|"1"|1.00|"serving 1 envelope"|20.00|1|
"14201"|"1"|1.00|"cup (8 fl oz)"|237.00||
"14201"|"2"|1.00|"fl oz"|29.60||
"14201"|"3"|6.00|"fl oz"|178.00||
"14202"|"1"|1.00|"fluid ounce"|30.00||
"14203"|"1"|1.00|"tsp"|1.00||
"14203"|"2"|1.00|"packet"|2.00||
"14204"|"1"|1.00|"tsp dry"|6.40||
"14209"|"1"|1.00|"cup (8 fl oz)"|237.00||
"14209"|"2"|1.00|"fl oz"|29.60||
"14209"|"3"|6.00|"fl oz"|178.00||
"14210"|"1"|1.00|"fluid ounce"|30.00||
"14214"|"1"|1.00|"tsp"|1.00||
"14214"|"2"|1.00|"packet"|2.00||
"14215"|"1"|1.00|"serving 6 fl oz"|179.00||
"14215"|"2"|1.00|"fl oz"|29.80||
"14218"|"1"|1.00|"tsp rounded"|1.80||
"14219"|"1"|1.00|"serving 6 fl oz"|179.00||
"14219"|"2"|1.00|"fl oz"|29.90||
"14222"|"1"|1.00|"tsp, rounded"|1.80||
"14223"|"1"|1.00|"serving 6 fl oz"|179.00||
"14223"|"2"|1.00|"fl oz"|29.90||
"14224"|"1"|1.00|"serving 2 tbsp"|13.00|1|
"14228"|"1"|4.00|"teaspoon (1 serving)"|13.00||
"14229"|"1"|4.00|"teaspoon (1 serving)"|13.00||
"14236"|"1"|1.00|"tsp (1 serving)"|3.00||
"14237"|"1"|1.00|"serving 6 fl oz"|180.00||
"14237"|"2"|1.00|"fl oz"|30.10||
"14238"|"1"|1.00|"cup (8 fl oz)"|245.00||
"14238"|"2"|1.00|"fl oz"|30.60||
"14240"|"1"|1.00|"cup (8 fl oz)"|245.00||
"14240"|"2"|1.00|"fl oz"|30.60||
"14241"|"1"|1.00|"cup (8 fl oz)"|245.00||
"14241"|"2"|1.00|"fl oz"|30.60||
"14242"|"1"|1.00|"cup (8 fl oz)"|253.00||
"14242"|"2"|1.00|"fl oz"|31.60||
"14243"|"1"|1.00|"cup (8 fl oz)"|237.00||
"14243"|"2"|1.00|"fl oz"|29.60||
"14245"|"1"|1.00|"cup (8 fl oz)"|272.00||
"14262"|"1"|1.00|"fl oz"|35.20||
"14262"|"2"|1.00|"can (12 fl oz)"|423.00||
"14263"|"1"|1.00|"serving 8 fl oz"|248.00||
"14263"|"2"|1.00|"fl oz"|31.00||
"14267"|"1"|1.00|"cup (8 fl oz)"|248.00||
"14267"|"2"|1.00|"fl oz"|31.00||
"14268"|"1"|1.00|"fl oz"|34.80||
"14268"|"2"|1.00|"can (12 fl oz)"|418.00||
"14269"|"1"|1.00|"serving 8 fl oz"|247.00||
"14269"|"2"|1.00|"fl oz"|30.90||
"14277"|"1"|1.00|"cup (8 fl oz)"|250.00||
"14277"|"2"|1.00|"fl oz"|31.30||
"14282"|"1"|1.00|"cup (8 fl oz)"|250.00||
"14282"|"2"|1.00|"fl oz"|31.30||
"14287"|"1"|1.00|"serving"|18.00|1|
"14287"|"2"|1.00|"cup"|218.00||
"14288"|"1"|1.00|"serving 1 cup 8 fl oz"|264.00||
"14288"|"2"|1.00|"fl oz"|33.00||
"14289"|"1"|1.00|"serving"|1.90||
"14290"|"1"|1.00|"serving 1 cup 8 fl oz"|239.00||
"14290"|"2"|1.00|"fl oz"|29.80||
"14292"|"1"|1.00|"fl oz"|36.50||
"14292"|"2"|1.00|"can (12 fl oz)"|438.00||
"14292"|"3"|1.00|"can (6 fl oz)"|219.00||
"14293"|"1"|1.00|"serving 1 cup 8 fl oz"|247.00||
"14293"|"2"|1.00|"fl oz"|30.90||
"14296"|"1"|1.00|"serving"|18.00|1|
"14297"|"1"|1.00|"serving 1 cup (8 fl oz)"|255.00||
"14297"|"2"|1.00|"fl oz"|31.80||
"14302"|"1"|1.00|"fl oz"|36.40||
"14302"|"2"|1.00|"can (12 fl oz)"|437.00||
"14302"|"3"|1.00|"can (6 fl oz)"|218.00||
"14303"|"1"|1.00|"serving 1 cup 8 fl oz"|247.00||
"14303"|"2"|1.00|"fl oz"|30.90||
"14305"|"1"|1.00|"cup"|237.00||
"14305"|"2"|1.00|"fl oz"|29.60||
"14309"|"1"|1.00|"serving (4 tbsp or 1 envelope)"|21.00||
"14310"|"1"|1.00|"cup (8 fl oz)"|265.00||
"14311"|"1"|1.00|"serving (3 heaping tsp or 1 envelope)"|21.00||
"14312"|"1"|1.00|"cup (8 fl oz)"|265.00||
"14315"|"1"|1.00|"cup"|78.00||
"14315"|"2"|1.00|"serving (4 tbsp or 1 envelope)"|21.00||
"14316"|"1"|1.00|"cup (8 fl oz)"|265.00||
"14317"|"1"|1.00|"serving (3 heaping tsp or 1 envelope)"|21.00||
"14318"|"1"|1.00|"cup (8 fl oz)"|265.00||
"14323"|"1"|1.00|"cup (8 fl oz)"|248.00||
"14323"|"2"|1.00|"fl oz"|31.00||
"14327"|"1"|1.00|"cup (8 fl oz)"|250.00||
"14327"|"2"|1.00|"fl oz"|31.20||
"14334"|"1"|1.00|"cup (8 fl oz)"|250.00||
"14334"|"2"|1.00|"fl oz"|31.30||
"14341"|"1"|1.00|"cup (8 fl oz)"|250.00||
"14341"|"2"|1.00|"fl oz"|31.30||
"14346"|"1"|1.00|"fl oz"|23.50||
"14346"|"2"|1.00|"small 12 fl oz"|282.00||
"14346"|"3"|1.00|"medium 16 fl oz"|376.00||
"14346"|"4"|1.00|"large 21 fl oz"|494.00||
"14347"|"1"|1.00|"cup (8 fl oz)"|166.00||
"14347"|"2"|1.00|"fl oz"|20.80||
"14347"|"3"|1.00|"large McDonald's shake (22 fl oz)"|458.00||
"14347"|"4"|1.00|"medium McDonald's shake (16 fl oz)"|333.00||
"14347"|"5"|1.00|"milkshake (10 fl oz)"|208.00||
"14347"|"6"|1.00|"small McDonald's shake (12 fl oz)"|250.00||
"14350"|"1"|1.00|"serving (2-3 heaping tsp)"|22.00||
"14351"|"1"|1.00|"cup (8 fl oz)"|266.00||
"14352"|"1"|1.00|"fl oz"|29.60||
"14352"|"2"|6.00|"fl oz"|178.00||
"14352"|"3"|1.00|"cup (8 fl oz)"|237.00||
"14353"|"1"|1.00|"serving 2 tsp"|0.70||
"14355"|"1"|1.00|"cup (8 fl oz)"|237.00||
"14355"|"2"|1.00|"fl oz"|29.60||
"14355"|"3"|6.00|"fl oz"|178.00||
"14356"|"1"|2.00|"tsp"|1.60||
"14357"|"1"|1.00|"cup"|182.00||
"14357"|"2"|1.00|"serving (3 heaping tsp)"|23.00||
"14366"|"1"|1.00|"serving 1 tsp"|0.70|1|
"14367"|"1"|1.00|"serving 8 fl oz cup"|238.00||
"14367"|"2"|1.00|"fl oz"|29.70||
"14367"|"3"|6.00|"fl oz"|178.00||
"14368"|"1"|1.00|"tsp, rounded"|1.40||
"14368"|"2"|2.00|"tbsp, rounded"|11.30||
"14370"|"1"|1.00|"cup"|182.00||
"14370"|"2"|1.00|"serving (3 heaping tsp)"|23.00||
"14371"|"1"|1.00|"cup (8 fl oz)"|259.00||
"14375"|"1"|2.00|"tsp"|1.60||
"14375"|"2"|4.00|"tbsp (1/4 cup)"|14.40||
"14376"|"1"|1.00|"serving 8 fl oz cup"|238.00||
"14376"|"2"|1.00|"fl oz"|29.80||
"14376"|"3"|6.00|"fl oz"|179.00||
"14381"|"1"|1.00|"fl oz"|29.60||
"14381"|"2"|6.00|"fl oz"|178.00||
"14381"|"3"|1.00|"cup (8 fl oz)"|237.00||
"14383"|"1"|1.00|"cup (8 fl oz)"|240.00||
"14383"|"2"|1.00|"fl oz"|30.00||
"14384"|"1"|1.00|"fl oz"|29.60||
"14384"|"2"|1.00|"bottle 6.5 fl oz"|192.00||
"14384"|"3"|1.00|"bottle 11 fl oz"|325.00||
"14384"|"4"|1.00|"cup 8 fl oz"|237.00||
"14385"|"1"|1.00|"fl oz"|29.60||
"14385"|"2"|1.00|"bottle 16.9 fl oz in packages of 6 and 24"|500.00||
"14385"|"3"|1.00|"bottle 24 fl oz in packages of 6"|710.00||
"14385"|"4"|1.00|"bottle 8 fl oz in packages of 12"|237.00||
"14385"|"5"|1.00|"cup 8 fl oz"|237.00||
"14390"|"1"|1.00|"serving 6 fl oz"|192.00||
"14390"|"2"|1.00|"fl oz"|32.10||
"14400"|"1"|1.00|"fl oz"|30.70|1|
"14400"|"2"|1.00|"can 12 fl oz"|368.00|2|
"14400"|"3"|1.00|"bottle 16 lf oz"|491.00||
"14400"|"4"|1.00|"cup child 12 fl oz size"|258.00||
"14400"|"5"|1.00|"cup small 16 fl oz size"|347.00||
"14400"|"6"|1.00|"cup medium 21 fl oz size"|486.00||
"14400"|"7"|1.00|"cup large 32 fl oz size"|722.00||
"14405"|"1"|1.00|"fl oz"|35.20||
"14405"|"2"|1.00|"can (12 fl oz)"|423.00||
"14406"|"1"|1.00|"serving 8 fl oz"|234.00||
"14406"|"2"|1.00|"fl oz"|29.30||
"14407"|"1"|1.00|"serving 2 tbsp"|26.00|1|
"14408"|"1"|1.00|"serving 6 fl oz"|203.00||
"14408"|"2"|1.00|"fl oz"|33.90||
"14409"|"1"|1.00|"portion, amount of dry mix to make 8 fl oz prepared"|2.50||
"14411"|"1"|1.00|"fl oz"|29.60||
"14411"|"2"|1.00|"cup 8 fl oz"|237.00||
"14411"|"3"|1.00|"liter"|1000.00||
"14412"|"1"|1.00|"fl oz"|29.60||
"14412"|"2"|1.00|"cup 8 fl oz"|237.00||
"14412"|"3"|1.00|"liter"|1000.00||
"14414"|"1"|1.00|"fl oz"|34.80||
"14414"|"2"|1.00|"jigger 1.5 fl oz"|52.00||
"14415"|"1"|1.00|"fl oz"|31.10||
"14415"|"2"|1.00|"jigger 1.5 fl oz"|47.00||
"14416"|"1"|1.00|"fl oz"|29.60|1|
"14416"|"2"|1.00|"can 12 fl oz"|355.00||
"14416"|"3"|1.00|"bottle 16 fl oz"|473.00||
"14416"|"4"|1.00|"child cup 12 fl oz size cup"|258.00||
"14416"|"5"|1.00|"small cup 16 fl oz size cup"|347.00||
"14416"|"6"|1.00|"medium cup 21 fl oz size cup"|486.00||
"14416"|"7"|1.00|"large cup 32 fl oz size cup"|722.00||
"14421"|"1"|6.00|"fl oz"|185.00||
"14422"|"1"|1.00|"packet (.75 oz)"|21.00||
"14423"|"1"|1.00|"serving"|243.00||
"14424"|"1"|1.00|"fl oz"|35.30||
"14424"|"2"|1.00|"can (12 fl oz)"|424.00||
"14425"|"1"|1.00|"serving 8 fl oz"|248.00||
"14425"|"2"|1.00|"fl oz"|31.00||
"14426"|"1"|1.00|"fl oz"|36.30||
"14426"|"2"|1.00|"can (12 fl oz)"|436.00||
"14427"|"1"|1.00|"serving 8 fl oz"|250.00||
"14427"|"2"|1.00|"fl oz"|31.30||
"14428"|"1"|1.00|"fl oz"|23.50||
"14428"|"2"|1.00|"small 12 fl oz"|282.00||
"14428"|"3"|1.00|"medium 16 fl oz"|376.00||
"14428"|"4"|1.00|"large 21 fl oz"|494.00||
"14429"|"1"|1.00|"fl oz"|29.60||
"14429"|"2"|1.00|"cup 8 fl oz"|237.00||
"14429"|"3"|1.00|"liter"|1000.00||
"14429"|"4"|3.00|"ice cube (3/4 fl oz)"|64.00||
"14430"|"1"|1.00|"fl oz"|36.20||
"14430"|"2"|1.00|"can (12 fl oz)"|435.00||
"14431"|"1"|1.00|"serving 8 fl oz"|237.00||
"14431"|"2"|1.00|"fl oz"|29.60||
"14432"|"1"|1.00|"fl oz"|29.60||
"14432"|"2"|1.00|"bottle 11.2 fl oz in package of 12"|331.00||
"14432"|"3"|1.00|"bottle 500 ml in package of 24"|500.00||
"14432"|"4"|1.00|"bottle 25 fl oz in package of 12"|739.00||
"14433"|"1"|1.00|"fl oz"|29.60||
"14433"|"2"|1.00|"bottle 16.9 fl oz in packages of 6, 12 or 24"|500.00||
"14433"|"3"|1.00|"bottle 24 fl oz in packages of 6"|710.00||
"14434"|"1"|1.00|"fl oz"|29.60||
"14434"|"2"|1.00|"bottle 16.9 fl oz in packages of 6 and 24"|500.00||
"14434"|"3"|1.00|"bottle 12 fl oz in packages of 12"|355.00||
"14434"|"4"|1.00|"bottle 20 fl oz"|591.00||
"14435"|"1"|1.00|"cup (8 fl oz)"|250.00||
"14435"|"2"|1.00|"fl oz"|31.30||
"14436"|"1"|1.00|"fl oz"|31.60||
"14436"|"2"|1.00|"cup (8 fl oz)"|253.00||
"14437"|"1"|1.00|"fl oz"|29.60||
"14437"|"2"|1.00|"bottle 16.9 fl oz"|500.00||
"14437"|"3"|1.00|"bottle 24 fl oz"|710.00||
"14438"|"1"|1.00|"fl oz"|29.60||
"14438"|"2"|1.00|"bottle 8 fl oz in packages of 8"|237.00||
"14438"|"3"|1.00|"bottle 500 ml in packages of 6, 12 or 28"|500.00||
"14439"|"1"|1.00|"fl oz"|29.60||
"14440"|"1"|1.00|"fl oz"|29.60||
"14440"|"2"|1.00|"bottle 8.5 fl oz in packages of 8"|251.00||
"14450"|"1"|1.00|"cup powder"|207.00|9|6.46
"14450"|"2"|1.00|"scoop powder"|23.00|9|1.00
"14460"|"1"|1.00|"fl oz"|30.50||
"14460"|"2"|8.00|"fl oz"|244.00|1|
"14460"|"3"|1.00|"bottle"|609.00||
"14461"|"1"|1.00|"fl oz"|30.50||
"14461"|"2"|8.00|"fl oz"|244.00|2|
"14461"|"3"|12.00|"fl oz"|365.00|1|
"14462"|"1"|1.00|"fluid ounce"|30.00||
"14462"|"2"|1.00|"bottle 16.9 fl oz in packages of 6"|501.00||
"14462"|"3"|1.00|"bottle 12 fl oz in packages of 8"|356.00||
"14462"|"4"|1.00|"bottle 23.7 fl oz"|703.00||
"14475"|"1"|1.00|"fl oz"|30.60||
"14475"|"2"|1.00|"serving 8 fl oz"|227.00|1|
"14475"|"3"|1.00|"box 12 fl oz"|368.00||
"14475"|"4"|1.00|"bottle 20 fl oz"|613.00||
"14476"|"1"|1.00|"fl oz"|30.60||
"14476"|"2"|1.00|"serving 8 fl oz"|245.00|2|
"14476"|"3"|1.00|"can 12 fl oz"|367.00|1|
"14530"|"1"|1.00|"fl oz"|32.30||
"14531"|"1"|1.00|"fl oz"|30.40||
"14531"|"2"|1.00|"portion (2 oz mix + 1.5 oz whiskey)"|106.00||
"14532"|"1"|1.00|"fl oz"|27.80||
"14532"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14533"|"1"|1.00|"fl oz"|27.80||
"14533"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14534"|"1"|1.00|"fl oz"|34.80||
"14534"|"2"|1.00|"jigger 1.5 fl oz"|52.00||
"14536"|"1"|1.00|"fl oz"|29.50||
"14536"|"2"|1.00|"glass (3.5 fl oz)"|103.00||
"14537"|"1"|1.00|"fl oz"|29.60||
"14537"|"2"|1.00|"can (12 fl oz)"|355.00||
"14538"|"1"|1.00|"envelope  Swiss Miss (.53 oz)"|15.00||
"14538"|"2"|1.00|"packet (0.675 oz)"|19.00||
"14540"|"1"|2.00|"tbsp, rounded"|25.00||
"14540"|"2"|1.00|"packet (7.25 oz)"|206.00||
"14541"|"1"|1.00|"serving 8 fl oz"|262.00||
"14541"|"2"|1.00|"fl oz"|32.70||
"14542"|"1"|1.00|"fl oz"|36.40||
"14542"|"2"|1.00|"can (12 fl oz)"|437.00||
"14542"|"3"|1.00|"can (6 fl oz)"|218.00||
"14543"|"1"|1.00|"cup 8 fl oz"|247.00||
"14543"|"2"|1.00|"fl oz"|30.90||
"14544"|"1"|1.00|"fl oz"|29.60||
"14544"|"2"|6.00|"fl oz"|178.00||
"14545"|"1"|1.00|"fl oz"|29.60||
"14545"|"2"|6.00|"fl oz"|178.00||
"14545"|"3"|1.00|"cup (8 fl oz)"|237.00||
"14548"|"1"|1.00|"cup"|182.00||
"14548"|"2"|1.00|"serving (3 heaping tsp)"|23.00||
"14550"|"1"|1.00|"fl oz"|27.80||
"14550"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14551"|"1"|1.00|"fl oz"|27.80||
"14551"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14552"|"1"|1.00|"fl oz"|31.00||
"14552"|"2"|1.00|"can or bottle (16 fl oz)"|492.00||
"14552"|"3"|1.00|"can (12 fl oz)"|369.00||
"14553"|"1"|1.00|"fl oz"|29.00||
"14555"|"1"|1.00|"fl oz"|29.60|1|
"14555"|"2"|1.00|"cup"|237.00|2|
"14555"|"3"|1.00|"ml"|1.00|28|
"14557"|"1"|1.00|"serving"|22.00|1|
"14558"|"1"|1.00|"serving"|266.00||
"14559"|"1"|1.00|"fl oz"|29.60||
"14559"|"2"|1.00|"bottle 11.2 fl oz in package of 6"|331.00||
"14559"|"3"|1.00|"bottle 16.9 fl oz in package of 6"|500.00||
"14602"|"1"|1.00|"fl oz"|29.40||
"14602"|"2"|1.00|"serving 5 fl oz"|147.00||
"14604"|"1"|1.00|"serving (8 fl oz)"|237.00||
"14604"|"2"|1.00|"fl oz"|29.60||
"14604"|"3"|1.00|"ml"|1.10|4|0.00
"14605"|"1"|8.00|"fl oz (1 NLEA serving)"|237.00|1|
"14605"|"2"|1.00|"serving"|237.00|2|
"14607"|"1"|1.00|"serving 8 oz"|243.00|1|
"14608"|"1"|1.00|"serving 8 oz"|238.00|1|
"14609"|"1"|1.00|"serving"|238.00|1|
"14610"|"1"|1.00|"serving 8 oz"|238.00|1|
"14611"|"1"|1.00|"serving 8 oz"|243.00|1|
"14612"|"1"|1.00|"serving 8 oz"|243.00|1|
"14613"|"1"|1.00|"serving 8 oz"|243.00|1|
"14614"|"1"|1.00|"serving 8 oz"|243.00|1|
"14615"|"1"|1.00|"serving 8 oz"|243.00|1|
"14616"|"1"|1.00|"serving 8 oz"|243.00|1|
"14617"|"1"|1.00|"serving 8 oz"|243.00|1|
"14618"|"1"|1.00|"serving 8 oz"|243.00|1|
"14619"|"1"|1.00|"serving 8 oz"|243.00|1|
"14620"|"1"|1.00|"serving 8 oz"|246.00|1|
"14621"|"1"|1.00|"serving 8 oz"|246.00|1|
"14622"|"1"|1.00|"serving 8 oz"|246.00|1|
"14623"|"1"|1.00|"serving 8 oz"|246.00|1|
"14624"|"1"|1.00|"tsp rounded (1 serving)"|2.00|1|
"14625"|"1"|1.00|"serving"|240.00|1|
"14626"|"1"|1.00|"serving 8 fluid oz"|240.00|1|
"14627"|"1"|1.00|"serving"|240.00|1|
"14628"|"1"|1.00|"serving 8 fl oz"|240.00||
"14629"|"1"|1.00|"serving"|240.00|1|
"14630"|"1"|8.00|"fl oz (1 serving)"|240.00|1|
"14631"|"1"|1.00|"tbsp"|7.80|9|0.23
"14631"|"2"|1.00|"cup"|118.00|3|0.25
"14632"|"1"|1.00|"can"|391.00|8|0.76
"14632"|"2"|1.00|"cup"|158.00|3|0.36
"14634"|"1"|1.00|"cup"|244.00|1|
"14635"|"1"|1.00|"serving 8 oz"|246.00|3|0.00
"14636"|"1"|1.00|"container"|209.00|1|
"14636"|"2"|1.00|"ml"|1.00|256|
"14637"|"1"|1.00|"pouch"|200.00|1|
"14639"|"1"|8.00|"fl oz (approximate weight, 1 serving)"|240.00|3|0.00
"14640"|"1"|8.00|"fl oz (1 serving)"|246.00|1|
"14640"|"2"|1.00|"oz"|31.00||
"14641"|"1"|1.00|"serving (8 fl oz)"|246.00|1|
"14641"|"2"|12.00|"fl oz"|360.00|1|
"16001"|"1"|1.00|"cup"|197.00||
"16002"|"1"|1.00|"cup"|230.00||
"16003"|"1"|1.00|"cup"|296.00||
"16004"|"1"|1.00|"slice"|14.00||
"16005"|"1"|1.00|"cup"|253.00||
"16006"|"1"|1.00|"cup"|254.00||
"16007"|"1"|1.00|"cup"|266.00||
"16008"|"1"|1.00|"cup"|259.00||
"16009"|"1"|1.00|"cup"|253.00||
"16010"|"1"|1.00|"cup"|253.00||
"16011"|"1"|1.00|"cup"|246.00|71|
"16014"|"1"|1.00|"cup"|194.00||
"16014"|"2"|1.00|"tbsp"|12.10||
"16015"|"1"|1.00|"cup"|172.00||
"16016"|"1"|1.00|"cup"|184.00||
"16017"|"1"|1.00|"cup"|185.00||
"16018"|"1"|1.00|"cup"|240.00||
"16019"|"1"|1.00|"cup"|195.00||
"16020"|"1"|1.00|"cup"|177.00||
"16021"|"1"|1.00|"cup"|260.00||
"16022"|"1"|1.00|"cup"|184.00||
"16023"|"1"|1.00|"cup"|177.00||
"16024"|"1"|1.00|"cup"|183.00||
"16025"|"1"|1.00|"cup"|177.00||
"16026"|"1"|1.00|"cup"|262.00||
"16027"|"1"|1.00|"cup"|184.00||
"16028"|"1"|1.00|"cup"|177.00||
"16028"|"2"|1.00|"tbsp"|11.00||
"16029"|"1"|1.00|"cup"|256.00||
"16030"|"1"|1.00|"cup"|184.00||
"16031"|"1"|1.00|"cup"|177.00||
"16032"|"1"|1.00|"cup"|184.00||
"16032"|"2"|1.00|"tbsp"|12.20||
"16033"|"1"|1.00|"cup"|177.00||
"16033"|"2"|1.00|"tbsp"|11.00||
"16034"|"1"|1.00|"cup"|256.00|1|
"16034"|"2"|1.00|"tbsp"|16.00|1|
"16035"|"1"|1.00|"cup"|184.00||
"16036"|"1"|1.00|"cup"|177.00||
"16037"|"1"|1.00|"cup"|208.00||
"16038"|"1"|1.00|"cup"|182.00||
"16039"|"1"|1.00|"cup"|262.00||
"16040"|"1"|1.00|"cup"|210.00||
"16041"|"1"|1.00|"cup"|169.00||
"16042"|"1"|1.00|"cup"|193.00||
"16042"|"2"|1.00|"tbsp"|12.00||
"16043"|"1"|1.00|"cup"|171.00||
"16043"|"2"|1.00|"tbsp"|10.60||
"16044"|"1"|1.00|"cup"|240.00||
"16045"|"1"|1.00|"cup"|215.00||
"16046"|"1"|1.00|"cup"|179.00||
"16047"|"1"|1.00|"cup"|196.00||
"16048"|"1"|1.00|"cup"|177.00||
"16049"|"1"|1.00|"cup"|202.00||
"16049"|"2"|1.00|"tbsp"|12.60||
"16050"|"1"|1.00|"cup"|179.00||
"16050"|"2"|1.00|"tbsp"|11.20||
"16051"|"1"|1.00|"cup"|262.00||
"16052"|"1"|1.00|"cup"|150.00||
"16052"|"2"|1.00|"tbsp"|9.40||
"16053"|"1"|1.00|"cup"|170.00||
"16054"|"1"|1.00|"cup"|256.00||
"16055"|"1"|1.00|"cup"|103.00||
"16055"|"2"|1.00|"tbsp"|6.00||
"16056"|"1"|1.00|"cup"|200.00||
"16056"|"2"|1.00|"tbsp"|12.50||
"16057"|"1"|1.00|"cup"|164.00||
"16058"|"1"|1.00|"cup"|240.00||
"16059"|"1"|1.00|"cup"|256.00||
"16059"|"2"|1.00|"tbsp"|16.00||
"16060"|"1"|1.00|"cup"|167.00||
"16061"|"1"|1.00|"cup"|171.00||
"16062"|"1"|1.00|"cup"|167.00||
"16062"|"2"|1.00|"tbsp"|10.50||
"16063"|"1"|1.00|"cup"|172.00||
"16064"|"1"|1.00|"cup"|240.00||
"16065"|"1"|1.00|"cup"|240.00||
"16067"|"1"|1.00|"cup"|210.00||
"16068"|"1"|1.00|"cup"|194.00||
"16069"|"1"|1.00|"cup"|192.00||
"16069"|"2"|1.00|"tablespoon"|12.00||
"16070"|"1"|1.00|"cup"|198.00||
"16070"|"2"|1.00|"tbsp"|12.30||
"16071"|"1"|1.00|"cup"|178.00||
"16071"|"2"|1.00|"tbsp"|11.10||
"16072"|"1"|1.00|"cup"|188.00||
"16072"|"2"|1.00|"tbsp"|11.70||
"16073"|"1"|1.00|"cup"|241.00||
"16074"|"1"|1.00|"cup"|202.00||
"16075"|"1"|1.00|"cup"|182.00||
"16076"|"1"|1.00|"cup"|180.00||
"16077"|"1"|1.00|"cup"|166.00||
"16078"|"1"|1.00|"cup"|196.00||
"16079"|"1"|1.00|"cup"|177.00||
"16080"|"1"|1.00|"cup"|207.00||
"16080"|"2"|1.00|"tbsp"|13.00||
"16081"|"1"|1.00|"cup"|202.00||
"16082"|"1"|1.00|"cup"|140.00||
"16083"|"1"|1.00|"cup"|207.00||
"16084"|"1"|1.00|"cup"|180.00||
"16084"|"2"|1.00|"oz dry, yield after cooking"|69.00||
"16085"|"1"|1.00|"cup"|197.00||
"16085"|"2"|1.00|"lb"|453.60||
"16086"|"1"|1.00|"cup"|196.00||
"16086"|"2"|1.00|"tbsp"|12.20||
"16087"|"1"|1.00|"cup"|146.00||
"16087"|"2"|1.00|"oz"|28.35||
"16088"|"1"|1.00|"cup in shell, edible yield"|63.00||
"16088"|"2"|1.00|"cup, shelled"|180.00||
"16088"|"3"|1.00|"oz shelled"|28.35||
"16088"|"4"|33.00|"nuts"|28.00||
"16089"|"1"|1.00|"cup, chopped"|144.00||
"16089"|"2"|1.00|"cup, halves and whole"|144.00||
"16089"|"3"|1.00|"peanut"|0.90||
"16090"|"1"|1.00|"oz"|28.35||
"16090"|"2"|1.00|"peanut"|1.00||
"16091"|"1"|1.00|"cup"|146.00||
"16091"|"2"|1.00|"oz"|28.35||
"16092"|"1"|1.00|"cup"|147.00||
"16092"|"2"|1.00|"oz"|28.35||
"16093"|"1"|1.00|"cup"|146.00||
"16093"|"2"|1.00|"oz"|28.35||
"16094"|"1"|1.00|"cup"|144.00||
"16094"|"2"|1.00|"oz"|28.35||
"16095"|"1"|1.00|"cup"|146.00||
"16095"|"2"|1.00|"oz"|28.35||
"16096"|"1"|1.00|"cup"|143.00||
"16096"|"2"|1.00|"oz"|28.35||
"16097"|"1"|1.00|"cup"|258.00||
"16097"|"2"|2.00|"tbsp"|32.00||
"16098"|"1"|1.00|"cup"|258.00|1|
"16098"|"2"|2.00|"tbsp"|32.00|7|0.00
"16099"|"1"|1.00|"cup"|60.00||
"16099"|"2"|1.00|"oz"|28.35||
"16100"|"1"|1.00|"cup"|60.00||
"16100"|"2"|1.00|"oz"|28.35||
"16101"|"1"|1.00|"cup"|205.00||
"16102"|"1"|1.00|"cup"|168.00||
"16103"|"1"|1.00|"cup"|238.00|84|
"16103"|"2"|1.00|"can"|443.00|6|4.50
"16104"|"1"|1.00|"cup"|144.00||
"16104"|"2"|1.00|"oz cooked, yield"|16.00||
"16104"|"3"|1.00|"strip"|5.00||
"16106"|"1"|1.00|"cup"|88.00||
"16106"|"2"|1.00|"oz"|28.35||
"16107"|"1"|1.00|"link"|25.00||
"16107"|"2"|1.00|"patty"|38.00||
"16107"|"3"|1.00|"slice"|28.00||
"16108"|"1"|1.00|"cup"|186.00|1|
"16109"|"1"|1.00|"cup"|172.00||
"16109"|"2"|1.00|"tbsp"|10.70||
"16110"|"1"|1.00|"cup"|172.00||
"16111"|"1"|1.00|"cup"|172.00||
"16112"|"1"|1.00|"cup"|275.00||
"16113"|"1"|1.00|"cup"|175.00||
"16114"|"1"|1.00|"cup"|166.00||
"16115"|"1"|1.00|"cup, stirred"|84.00||
"16115"|"2"|1.00|"tbsp"|5.20||
"16116"|"1"|1.00|"cup, stirred"|85.00||
"16117"|"1"|1.00|"cup"|105.00|6|3.53
"16117"|"2"|1.00|"tbsp"|6.60|2|
"16118"|"1"|1.00|"cup, stirred"|88.00||
"16118"|"2"|1.00|"tbsp"|5.50||
"16119"|"1"|1.00|"cup"|122.00||
"16120"|"1"|1.00|"cup"|243.00|7|0.00
"16120"|"2"|1.00|"fl oz"|30.60||
"16121"|"1"|1.00|"oz"|28.35||
"16122"|"1"|1.00|"oz"|28.35||
"16123"|"1"|1.00|"cup"|255.00|1|
