"NDB_No"|"Seq"|"Amount"|"Msre_Desc"|"Gm_Wgt"|"Num_Data_Pts"|"Std_Dev"
"11945"|"1"|1.00|"cup"|245.00||
"11945"|"2"|1.00|"tbsp"|15.00||
"11945"|"3"|1.00|"packet (2/3 tbsp)"|10.00||
"11946"|"1"|1.00|"cup, chopped or diced"|143.00||
"11946"|"2"|1.00|"cup (about 23 slices)"|155.00||
"11946"|"3"|1.00|"large (4"" long)"|135.00||
"11946"|"4"|1.00|"medium (3-3/4"" long)"|65.00||
"11946"|"5"|1.00|"slice"|6.00||
"11946"|"6"|1.00|"small"|37.00||
"11946"|"7"|1.00|"spear"|30.00||
"11947"|"1"|1.00|"medium"|65.00||
"11947"|"2"|1.00|"slice"|6.00||
"11948"|"1"|1.00|"cup, chopped or diced"|160.00||
"11948"|"2"|1.00|"cup, sliced"|170.00||
"11948"|"3"|1.00|"large"|35.00||
"11948"|"4"|1.00|"medium"|35.00||
"11948"|"5"|1.00|"slice"|6.00||
"11948"|"6"|1.00|"small"|15.00||
"11949"|"1"|1.00|"cup"|240.00||
"11949"|"2"|1.00|"tbsp"|15.00||
"11949"|"3"|1.00|"packet"|6.00||
"11950"|"1"|1.00|"large"|5.00||
"11950"|"2"|1.00|"medium"|3.00||
"11950"|"3"|1.00|"cup whole"|64.00|4|25.36
"11950"|"4"|1.00|"cup sliced"|65.00|4|19.15
"11951"|"1"|1.00|"pepper, large (3-3/4"" long, 3"" dia)"|186.00||
"11951"|"2"|10.00|"strips"|52.00||
"11952"|"1"|1.00|"cup, shredded"|40.00||
"11952"|"2"|1.00|"leaf"|8.00||
"11953"|"1"|1.00|"large"|16.00||
"11953"|"2"|1.00|"medium"|11.00||
"11954"|"1"|1.00|"medium"|34.00||
"11954"|"2"|0.50|"cup, chopped or diced"|66.00||
"11955"|"1"|1.00|"cup"|54.00||
"11955"|"2"|1.00|"piece"|2.00||
"11956"|"1"|1.00|"cup"|110.00||
"11956"|"2"|1.00|"piece"|3.00||
"11957"|"1"|1.00|"cup, sliced"|87.00||
"11957"|"2"|1.00|"bulb"|234.00||
"11958"|"1"|1.00|"tbsp"|15.00||
"11958"|"2"|0.50|"cup"|122.00||
"11959"|"1"|1.00|"leaf"|2.00||
"11959"|"2"|0.50|"cup"|10.00||
"11960"|"1"|1.00|"large"|15.00||
"11960"|"2"|1.00|"medium"|10.00||
"11960"|"3"|1.00|"NLEA serving"|85.00||
"11961"|"1"|1.00|"cup"|146.00||
"11961"|"2"|1.00|"piece"|33.00||
"11962"|"1"|1.00|"cup"|37.00||
"11962"|"2"|1.00|"pepper"|0.50||
"11963"|"1"|1.00|"cup, sliced"|86.00||
"11964"|"1"|1.00|"cup"|149.00||
"11964"|"2"|1.00|"pad"|29.00||
"11965"|"1"|1.00|"cup"|64.00||
"11965"|"2"|1.00|"floweret"|25.00||
"11965"|"3"|1.00|"head, large (6-7"" dia)"|511.00||
"11965"|"4"|1.00|"head, medium (5-6"" dia)"|431.00||
"11965"|"5"|1.00|"head, small (4"" dia)"|325.00||
"11967"|"1"|0.20|"head"|90.00||
"11968"|"1"|0.50|"cup (1"" pieces)"|62.00||
"11969"|"1"|1.00|"cup"|88.00||
"11970"|"1"|1.00|"cup"|109.00||
"11972"|"1"|1.00|"cup"|67.00||
"11972"|"2"|1.00|"tbsp"|4.80||
"11973"|"1"|1.00|"cup"|126.00||
"11973"|"2"|1.00|"pod"|6.10||
"11974"|"1"|1.00|"cup"|14.00||
"11974"|"2"|1.00|"leaf"|3.00||
"11975"|"1"|1.00|"leaf"|4.00||
"11976"|"1"|1.00|"cup"|124.00||
"11976"|"2"|1.00|"small (4"" long)"|33.00||
"11976"|"3"|1.00|"medium (4-1/2"" long)"|46.00||
"11976"|"4"|1.00|"large (5"" long)"|75.00||
"11977"|"1"|1.00|"cup, chopped"|105.00||
"11977"|"2"|1.00|"pepper"|6.10||
"11978"|"1"|1.00|"pepper"|17.00||
"11979"|"1"|1.00|"cup, sliced"|90.00||
"11979"|"2"|1.00|"pepper"|14.00||
"11980"|"1"|1.00|"cup"|139.00||
"11981"|"1"|1.00|"pepper"|27.00||
"11982"|"1"|1.00|"pepper"|7.00||
"11983"|"1"|1.00|"cup"|245.00||
"11984"|"1"|1.00|"tbsp"|0.80||
"11984"|"2"|1.00|"sprig"|2.00||
"11985"|"1"|1.00|"cup, chopped"|23.00||
"11985"|"2"|1.00|"plant"|22.00||
"11986"|"1"|1.00|"cup"|44.00||
"11986"|"2"|1.00|"bunch"|17.00||
"11987"|"1"|1.00|"large"|148.00||
"11987"|"2"|1.00|"small"|15.00||
"11987"|"3"|1.00|"cup sliced"|86.00|2|
"11988"|"1"|1.00|"cup"|28.00||
"11988"|"2"|1.00|"piece"|4.50||
"11989"|"1"|1.00|"cup"|182.00||
"11989"|"2"|1.00|"piece"|5.50||
"11990"|"1"|1.00|"cup, sliced"|130.00||
"11990"|"2"|1.00|"root"|169.00||
"11991"|"1"|1.00|"cup, sliced"|135.00||
"11991"|"2"|1.00|"root"|305.00||
"11993"|"1"|1.00|"cup diced"|70.00|2|
"11993"|"2"|1.00|"piece whole"|1.10|20|0.93
"11998"|"1"|1.00|"cup diced"|86.00|2|
"11998"|"2"|1.00|"piece whole"|84.00|20|26.75
"12001"|"1"|1.00|"oz"|28.35||
"12003"|"1"|1.00|"oz"|28.35||
"12004"|"1"|1.00|"oz (8-14 seeds)"|28.35||
"12005"|"1"|1.00|"cup"|160.00||
"12005"|"2"|1.00|"oz"|28.35||
"12006"|"1"|1.00|"oz"|28.35||
"12007"|"1"|1.00|"cup"|94.00||
"12007"|"2"|1.00|"tbsp"|5.00||
"12008"|"1"|1.00|"oz"|28.35||
"12011"|"1"|1.00|"oz"|28.35||
"12013"|"1"|1.00|"cup"|32.00||
"12013"|"2"|1.00|"oz (42 medium seeds)"|28.35||
"12014"|"1"|1.00|"cup"|129.00|3|5.07
"12014"|"2"|1.00|"oz"|28.35||
"12016"|"1"|1.00|"cup"|118.00||
"12016"|"2"|1.00|"oz"|28.35||
"12021"|"1"|1.00|"oz"|28.35||
"12022"|"1"|1.00|"oz"|28.35||
"12023"|"1"|1.00|"cup"|144.00||
"12023"|"2"|1.00|"tbsp"|9.00||
"12024"|"1"|1.00|"oz"|28.35||
"12029"|"1"|1.00|"cup"|128.00||
"12029"|"2"|1.00|"oz"|28.35||
"12032"|"1"|1.00|"oz"|28.35||
"12033"|"1"|1.00|"oz"|28.35||
"12034"|"1"|1.00|"oz"|28.35||
"12036"|"1"|1.00|"cup, with hulls, edible yield"|46.00||
"12036"|"2"|1.00|"cup"|140.00|6|2.57
"12037"|"1"|1.00|"cup, hulled"|128.00||
"12037"|"2"|1.00|"oz"|28.35||
"12038"|"1"|1.00|"cup"|135.00||
"12038"|"2"|1.00|"oz"|28.35||
"12039"|"1"|1.00|"cup"|134.00||
"12039"|"2"|1.00|"oz"|28.35||
"12040"|"1"|1.00|"tbsp"|16.00||
"12040"|"2"|1.00|"oz"|28.35||
"12041"|"1"|1.00|"cup"|64.00||
"12041"|"2"|1.00|"tbsp"|4.00||
"12058"|"1"|1.00|"oz"|28.35||
"12059"|"1"|1.00|"oz"|28.35||
"12060"|"1"|1.00|"oz"|28.35||
"12061"|"1"|1.00|"cup, ground"|95.00||
"12061"|"2"|1.00|"cup, sliced"|92.00|4|32.08
"12061"|"3"|1.00|"cup, slivered"|108.00||
"12061"|"4"|1.00|"cup, whole"|143.00|23|6.09
"12061"|"5"|1.00|"oz (23 whole kernels)"|28.35||
"12061"|"6"|1.00|"almond"|1.20||
"12062"|"1"|1.00|"cup whole kernels"|145.00||
"12062"|"2"|1.00|"tbsp"|9.10||
"12062"|"3"|1.00|"oz"|28.35||
"12063"|"1"|1.00|"cup whole kernels"|138.00||
"12063"|"2"|1.00|"oz (22 whole kernels)"|28.35||
"12065"|"1"|1.00|"cup whole kernels"|157.00||
"12065"|"2"|1.00|"oz (22 whole kernels)"|28.35||
"12071"|"1"|1.00|"cup, firmly packed"|227.00||
"12071"|"2"|1.00|"oz"|28.35||
"12077"|"1"|1.00|"oz"|28.35||
"12078"|"1"|1.00|"cup, whole"|133.00|15|7.70
"12078"|"2"|1.00|"kernel"|5.00|59|1.29
"12078"|"3"|1.00|"oz (6 kernels)"|28.35||
"12084"|"1"|1.00|"cup"|120.00||
"12084"|"2"|1.00|"oz"|28.35||
"12084"|"3"|1.00|"nutmeat"|3.00||
"12085"|"1"|1.00|"cup, halves and whole"|137.00||
"12085"|"2"|1.00|"tbsp"|8.60||
"12085"|"3"|1.00|"oz"|28.35||
"12086"|"1"|1.00|"cup, whole"|129.00|24|6.82
"12086"|"2"|1.00|"cup, halves and pieces"|129.00|21|5.86
"12086"|"3"|1.00|"oz (18 kernels)"|28.35||
"12087"|"1"|1.00|"oz"|28.35||
"12088"|"1"|1.00|"tbsp"|16.00||
"12088"|"2"|1.00|"oz"|28.35||
"12093"|"1"|1.00|"oz"|28.35||
"12094"|"1"|1.00|"oz"|28.35||
"12095"|"1"|1.00|"oz"|28.35||
"12096"|"1"|1.00|"oz"|28.35||
"12097"|"1"|1.00|"cup"|145.00||
"12097"|"2"|1.00|"oz"|28.35||
"12098"|"1"|1.00|"oz"|28.35||
"12099"|"1"|1.00|"oz"|28.35||
"12100"|"1"|1.00|"oz"|28.35||
"12101"|"1"|1.00|"oz"|28.35||
"12104"|"1"|1.00|"cup, shredded"|80.00||
"12104"|"2"|1.00|"medium"|397.00||
"12104"|"3"|1.00|"piece (2"" x 2"" x 1/2"")"|45.00||
"12108"|"1"|1.00|"oz"|28.35||
"12109"|"1"|1.00|"cup"|85.00|9|13.35
"12109"|"2"|1.00|"oz"|28.35||
"12110"|"1"|1.00|"cup"|77.00||
"12110"|"2"|4.00|"oz"|114.00||
"12114"|"1"|1.00|"oz"|28.35||
"12115"|"1"|1.00|"cup"|240.00||
"12115"|"2"|1.00|"tbsp"|15.00||
"12116"|"1"|1.00|"cup"|296.00||
"12116"|"2"|1.00|"tbsp"|19.00||
"12117"|"1"|1.00|"cup"|240.00||
"12117"|"2"|1.00|"tbsp"|15.00||
"12118"|"1"|1.00|"cup"|226.00||
"12118"|"2"|1.00|"tbsp"|15.00||
"12119"|"1"|1.00|"cup"|240.00||
"12119"|"2"|1.00|"tbsp"|15.00||
"12119"|"3"|1.00|"coconut yields"|206.00||
"12120"|"1"|1.00|"cup, chopped"|115.00||
"12120"|"2"|1.00|"cup, ground"|75.00||
"12120"|"3"|1.00|"cup, whole"|135.00||
"12120"|"4"|1.00|"oz (21 whole kernels)"|28.35||
"12120"|"5"|10.00|"nuts"|14.00||
"12121"|"1"|1.00|"oz"|28.35||
"12122"|"1"|1.00|"oz"|28.35||
"12127"|"1"|1.00|"oz"|28.35||
"12128"|"1"|1.00|"oz"|28.35||
"12129"|"1"|1.00|"cup (78 kernels)"|155.00||
"12129"|"2"|1.00|"oz (14 kernels)"|28.35||
"12130"|"1"|1.00|"cup"|120.00||
"12130"|"2"|1.00|"oz"|28.35||
"12130"|"3"|1.00|"nut"|3.00||
"12131"|"1"|1.00|"cup, whole or halves"|134.00||
"12131"|"2"|1.00|"oz (10-12 kernels)"|28.35||
"12132"|"1"|1.00|"cup, whole or halves"|132.00|24|5.77
"12132"|"2"|1.00|"oz (10-12 kernels)"|28.35||
"12135"|"1"|1.00|"cup"|137.00||
"12135"|"2"|1.00|"oz"|28.35||
"12137"|"1"|1.00|"cup"|142.00||
"12137"|"2"|1.00|"tbsp"|8.90||
"12137"|"3"|1.00|"oz"|28.35||
"12138"|"1"|1.00|"cup"|144.00||
"12138"|"2"|1.00|"oz"|28.35||
"12140"|"1"|1.00|"oz"|28.35||
"12142"|"1"|1.00|"cup, chopped"|109.00|24|6.18
"12142"|"2"|1.00|"cup, halves"|99.00|18|4.19
"12142"|"3"|1.00|"oz (19 halves)"|28.35||
"12143"|"1"|1.00|"oz"|28.35||
"12144"|"1"|1.00|"cup"|110.00||
"12144"|"2"|1.00|"oz (15 halves)"|28.35||
"12145"|"1"|1.00|"cup"|120.00||
"12145"|"2"|1.00|"oz (15 kernels)"|28.35||
"12147"|"1"|1.00|"cup"|135.00|24|4.61
"12147"|"2"|1.00|"oz (167 kernels)"|28.35||
"12147"|"3"|10.00|"nuts"|1.70||
"12149"|"1"|1.00|"oz"|28.35||
"12149"|"2"|10.00|"nuts"|1.00||
"12151"|"1"|1.00|"cup"|123.00||
"12151"|"2"|1.00|"oz (49 kernels)"|28.35||
"12151"|"3"|1.00|"kernel"|0.70||
"12152"|"1"|1.00|"cup"|123.00|24|8.47
"12152"|"2"|1.00|"oz (49 kernels)"|28.35||
"12152"|"3"|1.00|"kernel"|0.70|80|0.14
"12154"|"1"|1.00|"cup, chopped"|125.00||
"12154"|"2"|1.00|"tbsp"|7.80||
"12154"|"3"|1.00|"oz"|28.35||
"12155"|"1"|1.00|"cup, chopped"|117.00|12|
"12155"|"2"|1.00|"cup, ground"|80.00||
"12155"|"3"|1.00|"cup, in shell, edible yield (7 nuts)"|28.00||
"12155"|"4"|1.00|"cup shelled (50 halves)"|100.00||
"12155"|"5"|1.00|"cup pieces or chips"|120.00||
"12155"|"6"|1.00|"oz (14 halves)"|28.35||
"12158"|"1"|1.00|"oz"|28.35||
"12160"|"1"|1.00|"cup"|149.00||
"12160"|"2"|1.00|"tbsp"|10.00||
"12163"|"1"|1.00|"cup"|64.00||
"12163"|"2"|1.00|"oz (85 seeds)"|28.35||
"12166"|"1"|1.00|"tbsp"|15.00||
"12166"|"2"|1.00|"oz"|28.35||
"12167"|"1"|1.00|"cup"|143.00||
"12167"|"2"|1.00|"oz (3 kernels)"|28.35||
"12167"|"3"|10.00|"kernels"|84.00||
"12169"|"1"|1.00|"tbsp"|16.00||
"12170"|"1"|1.00|"oz"|28.35||
"12171"|"1"|1.00|"tbsp"|14.00||
"12171"|"2"|1.00|"oz"|28.35||
"12174"|"1"|1.00|"cup"|108.00||
"12174"|"2"|1.00|"oz"|28.35||
"12175"|"1"|1.00|"cup"|155.00||
"12175"|"2"|1.00|"oz"|28.35||
"12176"|"1"|1.00|"cup"|240.00||
"12176"|"2"|1.00|"tbsp"|15.00||
"12177"|"1"|1.00|"oz"|28.35||
"12179"|"1"|1.00|"cup, shredded"|93.00||
"12179"|"2"|1.00|"package (7 oz)"|199.00||
"12193"|"1"|1.00|"cup"|74.00||
"12193"|"2"|1.00|"oz"|28.35||
"12195"|"1"|1.00|"cup"|250.00||
"12195"|"2"|1.00|"tbsp"|16.00||
"12198"|"1"|1.00|"tbsp"|15.00||
"12198"|"2"|1.00|"oz"|28.35||
"12199"|"1"|1.00|"oz"|28.35||
"12200"|"1"|1.00|"oz"|28.35||
"12201"|"1"|1.00|"cup"|150.00||
"12201"|"2"|1.00|"tbsp"|8.00||
"12201"|"3"|1.00|"tsp"|2.70||
"12202"|"1"|1.00|"oz"|28.35||
"12203"|"1"|1.00|"oz"|28.35||
"12204"|"1"|1.00|"oz"|28.35||
"12205"|"1"|1.00|"oz"|28.35||
"12206"|"1"|1.00|"cup whole kernels"|144.00||
"12206"|"2"|1.00|"oz"|28.35||
"12220"|"1"|1.00|"cup, whole"|168.00|9|
"12220"|"2"|1.00|"tbsp, whole"|10.30|6|
"12220"|"3"|1.00|"tbsp, ground"|7.00|6|
"12220"|"4"|1.00|"tsp, whole"|3.40||
"12220"|"5"|1.00|"tsp, ground"|2.50||
"12516"|"1"|1.00|"cup"|118.00||
"12516"|"2"|1.00|"oz"|28.35||
"12529"|"1"|1.00|"cup"|128.00||
"12529"|"2"|1.00|"oz"|28.35||
"12537"|"1"|1.00|"cup"|128.00||
"12537"|"2"|1.00|"oz"|28.35||
"12538"|"1"|1.00|"cup"|135.00||
"12538"|"2"|1.00|"oz"|28.35||
"12539"|"1"|1.00|"cup"|134.00||
"12539"|"2"|1.00|"oz"|28.35||
"12540"|"1"|1.00|"tbsp"|16.00||
"12540"|"2"|1.00|"oz"|28.35||
"12563"|"1"|1.00|"cup whole kernels"|138.00||
"12563"|"2"|1.00|"oz (22 whole kernels)"|28.35||
"12565"|"1"|1.00|"cup whole kernels"|157.00||
"12565"|"2"|1.00|"oz (22 whole kernels)"|28.35||
"12585"|"1"|1.00|"cup, halves and whole"|137.00||
"12585"|"2"|1.00|"oz"|28.35||
"12586"|"1"|1.00|"cup, whole"|129.00|24|6.82
"12586"|"2"|1.00|"cup, halves and pieces"|129.00|21|5.86
"12586"|"3"|1.00|"oz (18 kernels)"|28.35||
"12588"|"1"|1.00|"tbsp"|16.00||
"12588"|"2"|1.00|"oz"|28.35||
"12632"|"1"|1.00|"cup, whole or halves"|132.00|24|5.77
"12632"|"2"|1.00|"oz (10-12 kernels)"|28.35||
"12635"|"1"|1.00|"cup"|137.00||
"12635"|"2"|1.00|"oz"|28.35||
"12637"|"1"|1.00|"cup"|142.00||
"12637"|"2"|1.00|"oz"|28.35||
"12637"|"3"|10.00|"nuts, assorted"|14.00||
"12638"|"1"|1.00|"cup"|144.00||
"12638"|"2"|1.00|"oz"|28.35||
"12643"|"1"|1.00|"oz"|28.35||
"12644"|"1"|1.00|"cup"|110.00||
"12644"|"2"|1.00|"oz (15 halves)"|28.35||
"12652"|"1"|1.00|"cup"|123.00|24|8.47
"12652"|"2"|1.00|"oz (49 kernels)"|28.35||
"12652"|"3"|1.00|"kernel"|0.70|80|0.14
"12663"|"1"|1.00|"cup"|64.00||
"12663"|"2"|1.00|"oz (85 seeds)"|28.35||
"12695"|"1"|1.00|"cup"|250.00||
"12695"|"2"|1.00|"tbsp"|16.00||
"12698"|"1"|1.00|"tbsp"|15.00||
"14003"|"1"|1.00|"can"|356.00|1|
"14003"|"2"|1.00|"fl oz"|29.70|1|
"14004"|"1"|1.00|"fl oz"|29.80|1|
"14004"|"2"|12.00|"fl oz"|357.00||
"14005"|"1"|1.00|"fluid ounce"|30.00|1|
"14005"|"2"|12.00|"fluid ounce"|355.00|1|
"14006"|"1"|1.00|"fl oz"|29.50||
"14006"|"2"|1.00|"can or bottle (12 fl oz)"|354.00||
"14007"|"1"|1.00|"fl oz"|29.50|1|
"14007"|"2"|12.00|"fl oz"|354.00|1|
"14009"|"1"|1.00|"fl oz"|30.50||
"14009"|"2"|1.00|"can (6.8 fl oz, 200 ml)"|207.00||
"14010"|"1"|1.00|"fl oz"|30.20||
"14010"|"2"|1.00|"cocktail (2 fl oz)"|60.00||
"14013"|"1"|1.00|"fl oz"|29.50|1|
"14013"|"2"|12.00|"fl oz"|354.00|1|
"14015"|"1"|1.00|"fl oz"|32.60||
"14015"|"2"|1.00|"can (6.8 fl oz, 200 ml)"|222.00||
"14017"|"1"|1.00|"fl oz"|31.40||
"14017"|"2"|1.00|"cocktail (4.5 fl oz)"|141.00||
"14019"|"1"|1.00|"fl oz"|31.10||
"14019"|"2"|1.00|"can (6.8 fl oz, 200 ml)"|211.00||
"14024"|"1"|1.00|"packet"|17.00||
"14025"|"1"|1.00|"fl oz"|29.40||
"14025"|"2"|1.00|"packet prepared"|103.00||
"14027"|"1"|1.00|"fl oz"|30.80||
"14027"|"2"|1.00|"can (6.8 fl oz, 200 ml)"|209.00||
"14028"|"1"|1.00|"fl oz"|32.30||
"14028"|"2"|2.00|"fl oz"|65.00||
"14029"|"1"|1.00|"fl oz"|30.40||
"14029"|"2"|1.00|"portion (2 oz mix + 1.5 oz whiskey)"|106.00||
"14034"|"1"|1.00|"fl oz"|33.60||
"14034"|"2"|1.00|"jigger 1.5 fl oz"|50.00||
"14037"|"1"|1.00|"fl oz"|27.80||
"14037"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14049"|"1"|1.00|"fl oz"|27.80||
"14049"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14050"|"1"|1.00|"fl oz"|27.80||
"14050"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14051"|"1"|1.00|"fl oz"|27.80||
"14051"|"2"|1.00|"jigger 1.5 fl oz"|42.00||
"14052"|"1"|1.00|"fl oz"|27.80|1|
"14052"|"2"|1.00|"jigger 1.5 fl oz"|42.00|1|
"14057"|"1"|1.00|"fl oz"|29.50||
"14057"|"2"|1.00|"glass (3.5 fl oz)"|103.00||
"14084"|"1"|1.00|"serving 5 fl oz"|148.00||
"14084"|"2"|1.00|"fl oz"|29.50|1|
"14086"|"1"|1.00|"serving 8 oz"|245.00|1|
"14087"|"1"|1.00|"serving 8 oz"|245.00|1|
"14088"|"1"|1.00|"serving 8 oz"|246.00|1|
"14096"|"1"|1.00|"fl oz"|29.40||
"14096"|"2"|1.00|"serving 5 fl oz"|147.00||
"14097"|"1"|1.00|"fluid ounce"|29.00||
"14097"|"2"|1.00|"serving 5 fl oz"|147.00||
"14098"|"1"|1.00|"fluid ounce"|29.00||
"14098"|"2"|1.00|"serving 5 fl oz"|147.00||
"14099"|"1"|1.00|"fl oz"|29.40||
"14099"|"2"|1.00|"serving 5 fl oz"|147.00||
"14100"|"1"|1.00|"fl oz"|29.40||
"14100"|"2"|1.00|"serving 5 fl oz"|147.00||
"14101"|"1"|1.00|"fl oz"|29.40||
"14101"|"2"|1.00|"serving 5 fl oz"|147.00||
"14102"|"1"|1.00|"fl oz"|29.40||
"14102"|"2"|1.00|"serving 5 fl oz"|147.00||
"14103"|"1"|1.00|"fl oz"|29.50||
"14103"|"2"|1.00|"serving 5 fl oz"|147.00||
"14105"|"1"|1.00|"fl oz"|29.40||
"14105"|"2"|1.00|"serving 5 fl oz"|147.00||
"14106"|"1"|1.00|"fl oz"|29.40||
"14106"|"2"|1.00|"serving 5 fl oz"|147.00||
"14107"|"1"|1.00|"fl oz"|29.40||
"14107"|"2"|1.00|"serving 5 fl oz"|147.00||
"14108"|"1"|1.00|"fl oz"|29.40||
"14108"|"2"|1.00|"serving 5 fl oz"|147.00||
"14109"|"1"|1.00|"fl oz"|29.40||
"14109"|"2"|1.00|"serving 5 fl oz"|147.00||
"14113"|"1"|1.00|"fl oz"|29.30||
"14113"|"2"|1.00|"serving 5 fl oz"|147.00||
"14114"|"1"|1.00|"fl oz"|30.50||
"14114"|"2"|1.00|"can (5.5 oz)"|168.00||
"14116"|"1"|1.00|"fl oz"|29.50||
"14116"|"2"|1.00|"serving 5 fl oz"|148.00||
"14117"|"1"|1.00|"fl oz"|29.30||
"14117"|"2"|1.00|"serving 5 fl oz"|147.00||
"14119"|"1"|8.00|"fl oz"|247.00|1|
"14120"|"1"|1.00|"fl oz"|29.50||
"14120"|"2"|1.00|"serving 5 fl oz"|148.00||
"14121"|"1"|1.00|"fl oz"|29.60||
"14121"|"2"|1.00|"can or bottle (16 fl oz)"|474.00||
"14121"|"3"|1.00|"can or bottle (12 fl oz)"|355.00||
"14124"|"1"|1.00|"fl oz"|29.50||
"14124"|"2"|1.00|"serving 5 fl oz"|147.00||
"14126"|"1"|1.00|"fl oz"|29.50||
"14126"|"2"|1.00|"serving 5 fl oz"|147.00||
"14130"|"1"|1.00|"fl oz"|30.90||
"14130"|"2"|1.00|"can or bottle (16 fl oz)"|494.00||
"14130"|"3"|1.00|"can or bottle (12 fl oz)"|371.00||
"14131"|"1"|0.75|"scoop"|16.00||
"14132"|"1"|1.00|"fl oz"|29.60||
"14132"|"2"|1.00|"serving 5 fl oz"|148.00||
"14134"|"1"|1.00|"fl oz"|29.30||
"14134"|"2"|1.00|"serving 5 fl oz"|147.00||
"14135"|"1"|1.00|"fl oz"|30.80||
"14135"|"2"|1.00|"serving 5 fl oz"|154.00||
"14136"|"1"|1.00|"fl oz"|30.50||
"14136"|"2"|1.00|"can or bottle (16 fl oz)"|488.00||
"14136"|"3"|1.00|"can or bottle (12 fl oz)"|366.00||
"14137"|"1"|1.00|"fl oz"|30.60||
"14137"|"2"|1.00|"serving 8 fl oz"|245.00||
"14137"|"3"|1.00|"can 12 fl oz"|368.00||
"14137"|"4"|1.00|"bottle 16.9 fl oz"|518.00||
"14138"|"1"|1.00|"fl oz"|29.30||
"14138"|"2"|1.00|"serving 5 fl oz"|147.00||
"14140"|"1"|1.00|"fl oz"|30.00||
"14140"|"2"|1.00|"serving 5 fl oz"|150.00||
"14142"|"1"|1.00|"fl oz"|31.00||
"14142"|"2"|1.00|"can or bottle (12 fl oz)"|372.00||
"14143"|"1"|1.00|"fl oz"|29.60||
"14143"|"2"|1.00|"can (12 fl oz)"|355.00||
"14144"|"1"|1.00|"fl oz"|30.80||
"14144"|"2"|1.00|"can 12 fl oz"|369.00||
"14144"|"3"|1.00|"bottle 16 fl oz"|492.00||
"14145"|"1"|1.00|"fl oz"|30.80||
"14145"|"2"|1.00|"can 12 fl oz"|369.00||
"14145"|"3"|1.00|"bottle 16 fl oz"|492.00||
"14145"|"4"|1.00|"child cup 12 fl oz size cup"|258.00||
"14145"|"5"|1.00|"small cup 16 fl oz size cup"|347.00||
"14145"|"6"|1.00|"medium cup 21 fl oz size cup"|486.00||
"14145"|"7"|1.00|"large cup 32 fl oz size cup"|722.00||
"14146"|"1"|1.00|"fl oz"|29.60||
"14146"|"2"|1.00|"bottle 16 fl oz"|473.00||
"14146"|"3"|1.00|"can 12 fl oz"|355.00||
"14147"|"1"|1.00|"fl oz"|30.70||
"14147"|"2"|1.00|"can 12 fl oz"|368.00||
"14147"|"3"|1.00|"bottle 16 fl oz"|491.00||
"14148"|"1"|1.00|"fl oz"|30.70||
"14148"|"2"|1.00|"can 12 fl oz"|368.00||
"14148"|"3"|1.00|"bottle 16 fl oz"|491.00||
"14149"|"1"|1.00|"fl oz"|29.60||
"14149"|"2"|1.00|"can (8 fl oz)"|355.00||
"14150"|"1"|1.00|"fl oz"|31.00||
"14150"|"2"|1.00|"can or bottle (16 fl oz)"|496.00||
"14150"|"3"|1.00|"can or bottle (12 fl oz)"|372.00||
"14151"|"1"|1.00|"fl oz"|29.60||
"14151"|"2"|1.00|"can (12 fl oz)"|355.00||
"14152"|"1"|1.00|"fl oz"|29.50||
"14152"|"2"|1.00|"serving 5 fl oz"|148.00||
"14153"|"1"|1.00|"fl oz"|30.70||
"14153"|"2"|1.00|"can or bottle (16 fl oz)"|491.00||
"14153"|"3"|1.00|"can or bottle (12 fl oz)"|368.00||
"14154"|"1"|1.00|"serving 8.3 fl oz can"|255.00|1|
"14155"|"1"|1.00|"fl oz"|30.50||
"14155"|"2"|1.00|"bottle (11 fl oz)"|336.00||
"14155"|"3"|1.00|"can or bottle (16 fl oz)"|488.00||
"14155"|"4"|1.00|"can or bottle (12 fl oz)"|366.00||
"14156"|"1"|1.00|"serving 8.3 fl oz can"|250.00||
"14157"|"1"|1.00|"fl oz"|30.80||
"14157"|"2"|1.00|"can or bottle (16 fl oz)"|493.00||
"14157"|"3"|1.00|"can or bottle (12 fl oz)"|370.00||
"14158"|"1"|1.00|"fl oz"|29.40||
"14158"|"2"|1.00|"serving 5 fl oz"|147.00||
"14159"|"1"|1.00|"fl oz"|29.40||
"14159"|"2"|1.00|"serving 5 fl oz"|147.00||
"14166"|"1"|1.00|"fl oz"|29.60||
"14166"|"2"|1.00|"bottle (16 fl oz)"|474.00||
"14166"|"3"|1.00|"can (12 fl oz)"|355.00||
"14168"|"1"|1.00|"tbsp"|12.00||
"14169"|"1"|1.00|"cup (8 fl oz)"|256.00||
"14175"|"1"|1.00|"portion (2-3 heaping tsp)"|22.00||
"14177"|"1"|1.00|"cup (8 fl oz)"|266.00||
"14181"|"1"|1.00|"serving 2 tbsp"|39.00|1|
"14181"|"2"|1.00|"cup"|300.00|1|
"14182"|"1"|1.00|"cup (8 fl oz)"|282.00||
"14187"|"1"|1.00|"fl oz"|30.20||
"14187"|"2"|1.00|"can (5.5 oz)"|166.00||
"14192"|"1"|1.00|"serving (3 heaping tsp or 1 envelope)"|28.00||
